RIDGE,NUB,CRACK,WEIGHT,DENSITY,binaryClass
0.5686577684295321,0.4868565723081678,0.3129102490166983,0.325904235516481,0.546022072433905,N
0.7869591971448071,0.4958338038381305,0.3616638695756413,0.3201895816031387,0.245843956274229,P
0.4869424150546537,0.5240046594832967,0.4089141887032081,0.4922749792376644,0.5439527817553174,P
0.4327429766952708,0.3439815997955533,0.4110589851419388,0.6058950714510726,0.6106328362379074,N
0.7597945872165226,0.6081071443429475,0.5790027020547279,0.2822632377788597,0.5301356826039885,P
0.4594533513834036,0.3661498047652726,0.346543378669967,0.4847933789627424,0.5018553766632906,N
0.8171378704646401,0.5181595040978492,0.4092608551970815,0.2919184398178642,0.196102399329445,N
0.5747507859612222,0.4260277310574769,0.3293185897477434,0.4832727168590167,0.4662452415045577,N
0.6620914959555163,0.4910257400792825,0.4419220227179949,0.4065852401271514,0.4203934271644606,P
0.6531768496660364,0.5199573276912379,0.2901371762556131,0.252163578567542,0.7501527957252122,P
0.4207896532820174,0.2622385726766473,0.611004555262527,0.6585240127151408,0.2845536618586946,P
0.4175294525682192,0.4919915130839956,0.3631250526479488,0.6150433861221686,0.432617085181434,N
0.3457200076078809,0.3919552594512032,0.666741723742443,0.7460809301526391,0.5036496350364964,N
0.6182298251306206,0.5898287758752876,0.5086391234197516,0.3491537558349323,0.4673977578318724,N
0.7688345397791477,0.7945964257484,0.4041807331186376,0.1314785646782554,0.6348487758879615,N
0.2353274185788926,0.5449396466162286,0.6921245148289022,0.8926286548870244,0.4911334823455454,P
0.4034101207191685,0.3658080697020665,0.6118048040848328,0.6318580142615768,0.6737549331191284,N
0.4982602566540988,0.1556350626118067,0.2383753328970303,0.5818465591798162,0.2923200502916215,P
0.4551168592877681,0.3430752589757457,0.4046132562675358,0.4719336178011971,0.6537168651555898,N
0.4971638267640774,0.4619039694756299,0.2856094526557245,0.5079541223975487,0.590586037090071,P
0.4115572660856334,0.1531478256735152,0.4204934975733345,0.5213179071565625,0.5936681451472079,P
0.5604121681341673,0.333845440659935,0.6143238059445204,0.5242675907099288,0.2356459330143541,P
0.4795068303106924,0.527401208850641,0.5529119985485366,0.4828746527678342,0.6849832361261482,N
0.3226614157371253,0.2324065874633749,0.5632569155105717,0.5555857842435351,0.7036941640764154,P
0.3065013817254226,0.2671565859775703,0.5292512003732335,0.7201537844726368,0.5850591974295394,N
0.2888331972119354,0.2741220380484848,0.3056723710044257,0.6685572324522467,0.6987086578423498,N
0.3942068224790503,0.5233538770585824,0.5712788429762776,0.4611443626678886,0.8530541682673839,P
0.6540293798458285,0.3828918512531276,0.4900098492162745,0.4823606059738252,0.2912504802151364,N
0.5085018068717065,0.7090497387955474,0.3447484885988842,0.3850725965806582,0.724373974085845,P
0.5891856211051566,0.6465775976322219,0.3571069871117821,0.4713093158452419,0.4939492892815982,P
0.3520144102214118,0.0908034637077362,0.5510134325166691,0.6439459892894986,0.4487217546187965,N
0.4938096463454202,0.3796498255665373,0.4792664277799737,0.4739110512901286,0.6261874410645061,P
0.3741063536993321,0.6620210508798936,0.6221400014255445,0.5873006099831038,0.764253658366221,N
0.5350600239424487,0.4449925412607944,0.4828869867229972,0.5873879549815287,0.4497913246952817,P
0.7015249325919379,0.5951093255041335,0.6121352712098337,0.3532561069904637,0.4782113295847449,N
0.5704769470021593,0.2681075009360569,0.3798638605039948,0.4641584810561586,0.4741295009255056,P
0.6068784193508687,0.2410955728965463,0.6430388072080712,0.4397262235459206,0.3058402891768239,P
0.3062798581353979,0.7490030250982118,0.5945978344683691,0.6203456570921276,0.8242674536374115,N
0.6757812062966402,0.4751098009616128,0.5036270386905726,0.475938600761763,0.2149355638598819,P
1.0,0.5594767590440928,0.3949422330506004,0.0,0.2228809415709147,P
0.548870565332677,0.5676278832038703,0.6389743855579386,0.3593101177009651,0.6285404952327734,N
0.4686432239513991,0.3340504816978586,0.7235691097474842,0.5305378160886625,0.4843799112911676,P
0.2036741589375818,0.4866366732240177,0.6666882658251634,0.7733096594976947,0.6678526525337898,N
0.3061746903704367,0.2688860625583178,0.5002608098388487,0.7402273833729489,0.5445945238012084,P
0.2667233528378515,0.6391961202669695,0.6316636103857394,0.7026518514275897,0.656135403206091,P
0.5092603573466397,0.5005646057566014,0.507796756238377,0.5805779088748246,0.2920668459469843,P
0.1045143822512614,0.4726463368972834,0.4234498823925819,0.7998868810676137,0.8652647295079106,N
0.2720443942224858,0.2205825542764429,0.4768899803663649,0.7893567971591398,0.5441666957706144,P
0.5446101520457368,0.4291835800759543,0.4521081858650786,0.483420201036685,0.499249118150386,P
0.4807800315503295,0.5427139112915209,0.6269625535389141,0.4552893840029784,0.6117198686829882,N
0.4483547957619628,0.3403086907683987,0.5124799937794423,0.5408273432801628,0.6296013341249608,N
0.4270214027589756,0.194500739930702,0.5127764422298107,0.5760502878089293,0.5462141584884574,P
0.5095825734775847,0.7490178831444381,0.3396991453212983,0.4257853890432144,0.6687257709635736,P
0.4410176659469015,0.2349354269311002,0.4435549191003518,0.5961081359718206,0.4246062235881676,P
0.5684407200635482,0.5134524750533405,0.7106355336396094,0.4641670723674791,0.3923357664233577,N
0.7066378760586702,0.6172062118519663,0.4989535207708307,0.2226080357398551,0.5065702161841232,N
0.5833745426880433,0.3209011107875359,0.3390835693041399,0.3611286119304677,0.5183092934725667,P
0.256260279030219,0.536874699124564,0.6990578447063702,0.6845427990492283,0.8302876052107708,P
0.7153578501023707,0.3929834362500669,0.4456430177480285,0.3070749448724191,0.4384058603709008,N
0.473031181123505,0.5210122489733091,0.3817510869776513,0.5377717002205105,0.4822014808088569,N
0.7185195958872691,0.507069458394499,0.4885097876586728,0.3649703599759444,0.3935406698564593,P
0.7015428334881015,0.6093047028687917,0.4925401906341728,0.2969228786620465,0.4400211294660008,N
0.8000201385081841,0.3904545967823415,0.3545604463250111,0.3763610069016868,0.2770142842175113,P
0.4794531276222016,0.3805175354661563,0.4031131947099341,0.4325381597411152,0.5820294764781896,N
0.4509526633177074,0.3682447892831884,0.4792016303044833,0.5013502677625362,0.5586604617050257,N
0.6898826372495274,0.6924295282867485,0.4744390158559422,0.3760187863340875,0.5568269130024797,P
0.8152851277117061,0.5788605661509935,0.3786748268287467,0.159201294424239,0.4820661474522404,P
0.4830176435707813,0.4423894115619373,0.4060922586456031,0.489023167902861,0.6158060629343765,N
0.5522471218715387,0.7688504032473746,0.5907764033513254,0.3805993871531259,0.6926273879789056,P
0.2516373725959656,0.4027897467594601,0.5271371827353606,0.7666528251095392,0.5609742255439528,P
0.6141417079692553,0.5198057756197292,0.4846802568571928,0.2881826512786736,0.5888267034540566,P
0.837766415681185,0.6172121550704569,0.379765044353872,0.2296786849566139,0.3554290503963958,P
0.293402400957698,0.4154785182367659,0.5142910832193978,0.7102880953062803,0.6828659239339225,P
0.58098029782616,0.4004926928128659,0.5605613405301729,0.3007216701509208,0.7100068103237523,N
0.2651973014399033,0.1229533041323198,0.4536698050243962,0.7493098313239213,0.5709932595257221,N
0.5525245857620747,0.5208547536833097,0.3058278849456025,0.4240470803860363,0.5873947892292111,N
0.4086371823989438,0.2734207382666009,0.2281859298761721,0.5982774420802429,0.592039779275661,N
0.2257303006231749,0.5867650467434135,0.5937295482967984,0.764378991380051,0.6190235043481298,P
0.4587238898647364,0.3404097254827379,0.4928900970018208,0.6313439674675678,0.4086281563231237,N
0.7424620445061031,0.5850177405071944,0.6503139437687507,0.3225221226266503,0.39604215415779,N
0.4575043913135901,0.596452492882996,0.5533445216974346,0.5846988745382171,0.7614029266929767,P
0.5062104921627639,0.7550591647400734,0.4419625211401763,0.3422620922706836,0.7592375929871128,P
0.5528266633848358,0.415775679161293,0.3661041165836179,0.3762106589535783,0.6036784479446793,P
0.594175495910764,0.4083644857035879,0.4742689224827801,0.4496778258254819,0.4926439772290714,P
0.3150266835233439,0.5459173060579227,0.6302202466191917,0.6825438872819956,0.6477360039115706,N
0.6339982770387442,0.2697894317688801,0.6480849106118826,0.4194836621896389,0.3801383019592778,P
0.6665353934281335,0.5291514866961055,0.5397402917182347,0.4136702081961111,0.458732057416268,N
0.6690079547107327,0.6032129039159867,0.6817876975513034,0.432835991866892,0.3978495093074425,N
0.8690101923227531,0.8788801787720123,0.4302536173190692,0.1540092786162262,0.5368455977368771,N
0.3967442745102427,0.2751353568011221,0.4412756678999786,0.5198545204616399,0.607358642126218,P
0.2632528165941307,0.5207626337967063,0.3471054967698458,0.7545949196712393,0.535933188977753,P
0.3986686208478312,0.2011125705014293,0.4507166600789233,0.5666499613390992,0.5101630985226837,N
0.6608093442677975,0.5258381423876286,0.3848435464954285,0.3281079068701854,0.5153887123249398,N
0.7482999742674618,0.6699879352664643,0.2942550558230251,0.3042813368080415,0.4636084238466106,P
0.5728353900717155,0.7194325414985232,0.4321149248025296,0.4032818809244252,0.5638904410994308,N
0.4308678578221322,0.6176014358815873,0.7348552100410168,0.5848606775680862,0.6433005622882688,N
0.4310200154395229,0.2113854236623301,0.4756782675746953,0.5855164809988832,0.4622114343589565,P
0.8217853906311186,0.3075229259653272,0.7696044762096068,0.2495876170566168,0.2766257465162575,P
0.3459415311979056,0.425293743573895,0.6309330188495856,0.6026074629857672,0.5220462403520414,P
0.4411317841599445,0.4433462697389144,0.5424488261937315,0.5041481714825741,0.6629981140641917,N
0.4651816381557602,0.5060472248141259,0.5344058395484912,0.4960666113004382,0.7064532183145322,P
0.3613944798111456,0.7172335506570229,0.4802140908590201,0.5324006987599875,0.833998358537352,N
0.4730222306754232,0.2306265935254577,0.5193987442249249,0.5285861565336923,0.6357131631334475,P
0.5823810429509627,0.3049940864976019,0.5278175562280093,0.2738322976030242,0.5236178535256523,N
0.581743323525134,0.8407544321551894,0.4776724098829109,0.3036355565737851,0.7377370516536864,P
0.6407066378760586,0.4056989522105801,0.4578929804894801,0.2480970245425127,0.5893243809590334,P
0.4600798827491301,0.3211180382624407,0.7667517673511439,0.5757853890432144,0.4148840498725247,P
0.4757856815206812,0.3575767120926666,0.4771815690060715,0.5244608952146397,0.5259840044703664,P
0.4926751770510511,0.5465116279069768,0.3830859149727527,0.5146123886709242,0.626405720671952,N
0.5174365916693705,0.7040693217004738,0.36310075359464,0.5547595864715485,0.5211163692243217,P
0.4906546133965832,0.4169197487207222,0.546788637114698,0.5950642916463817,0.4185336849090211,P
0.3556080151262573,0.6512608538027684,0.690170870942868,0.6451917294309689,0.5085827541647749,N
0.7444400935321824,0.7071449372693289,0.3221179702838778,0.255565737850454,0.4780541682673838,P
0.6397198509750395,0.5574263486648561,0.5327292048701783,0.3214840058420918,0.4878287290888136,P
0.533120014320717,0.3233972625535632,0.5681782837740641,0.4826813482631233,0.3591048789857857,P
0.4222910909477406,0.5389518539870082,0.628532272382668,0.5900111687047167,0.5637289141899208,P
0.543209406920934,0.4697282166184275,0.661860853901132,0.5077679773189382,0.3925278524779101,N
0.5959566350790437,0.782115666918263,0.7049803339661886,0.4110613133251239,0.5512869765655014,P
0.4871057607321467,0.6732359041715451,0.5814974048611066,0.5307268249377131,0.5900228757028604,P
0.4005012250925812,0.6093760214906782,0.5402781107648046,0.6055786248174347,0.5164932071386164,P
0.4538839350644992,0.2978414230442354,0.2715710795907392,0.5520461639794955,0.5265035099360877,N
0.4492050883297345,0.7367391937429797,0.4891415630447038,0.4831452790744295,0.6848129780323404,P
0.4627717300097336,0.2625060175087217,0.5794400850142878,0.506754202583121,0.51510494883526,P
0.702500531432855,0.4450252289624924,0.530130826103015,0.3811435035367566,0.1757500087311843,P
0.3571005023438986,0.643329628727141,0.6630547473870417,0.5085154214038203,0.6994944644291552,N
0.7579015674472204,0.3284163105688255,0.6156359548232001,0.2832941951373178,0.2785989941675689,N
0.5356574663519093,0.2368372568480735,0.8565626883176631,0.5520461639794955,0.2609183459644466,P
0.3504078047907273,0.4621922155724211,0.8081541143157063,0.711329075861279,0.5441972549156568,P
0.1445676374173482,0.5324113420381674,0.620328911985589,0.7786033391563334,0.8083941605839418,P
0.5314485181414395,0.3852186212921746,0.2598200574105633,0.3727598155731837,0.6550090804316698,N
0.5000212573141943,0.4367047230757345,0.3692241150284785,0.5435336063461154,0.3909125833828101,P
0.6293283807520614,0.7621672540547608,0.5847486181938352,0.3209413213436811,0.5767427443858486,N
0.4972578064689363,0.4547305047575464,0.3640435568630246,0.371949368538618,0.7461102573953131,P
0.7064857184412795,0.4787470506778241,0.5513277002727973,0.3612116612732324,0.386005657807425,P
0.6753426343406317,0.3304429480741001,0.5011064168939978,0.3159955897935222,0.3869573568958894,P
0.471129210906121,0.2947390629921728,0.5270902045656302,0.4717059480512043,0.4584788530716306,N
0.6181134693055571,0.4074967758039689,0.6063763955756284,0.4697929493971764,0.3522901896413229,P
0.569098577997561,0.6215863638794954,0.7163198921770008,0.5578538904321431,0.3318985087137219,P
0.631827793378906,0.4844584836472344,0.5947468686619969,0.3931469973366935,0.4206815562462893,P
0.2096530582562289,0.4079425171907595,0.467547804337543,0.7168375383029297,0.7368290084867113,P
0.6180799051252504,0.5637588479665279,0.505788034498176,0.4478077837280564,0.4199219432123773,N
0.767568051375572,0.6202134804081804,0.4609044431628943,0.2715541682178757,0.3439213494918451,N
0.4839596782313914,0.0753689252878003,0.3196216475406118,0.4361450786104986,0.5115077009045508,P
0.4536109463980041,0.4776208107738665,0.3408654998801247,0.376257911165841,0.6872926343729264,N
0.7718016133182668,0.4419258405196751,0.4002669655990202,0.2813325123858072,0.3727997415569448,P
0.7861872209977512,0.6545593400650189,0.4860037452940833,0.3021721698788626,0.4360004190968463,P
0.6203824078942952,0.5575749291271196,0.6845124313956727,0.4276081789283772,0.5748524429853666,N
0.487528669404012,0.4770680914542461,0.5104599324810305,0.483988659469057,0.5719842489435267,N
0.6926147615264989,0.5866194378903953,0.253466664938734,0.3435021048712736,0.434018440261237,N
0.490084022331368,0.5236510379831094,0.3442479281007212,0.4085870156648243,0.6830143540669857,P
0.5747753996934472,0.2375593578946742,0.3125749220810357,0.5238680947335262,0.3424195857926169,P
0.4963493359886329,0.6222282314764739,0.6673913184342338,0.4837008505398208,0.5013882583033563,P
0.4742104026582831,0.4788302557366917,0.799066268378184,0.580744007560354,0.4948616980407223,P
0.5996755462570346,0.3220630100024367,0.4039750011339558,0.4173787909161202,0.5311484999825377,P
0.4556359852765129,0.3054903452415621,0.916523032262663,0.6615438586442912,0.3277642929486956,N
0.4362672156274824,0.3488134364283634,0.4297967951168622,0.5977963286462958,0.5062951838787414,N
0.7038766628254327,0.567372324808777,0.7188064952989431,0.321010051834245,0.5440488247825935,P
0.5350756872265918,0.6405363160365866,0.5397014132329404,0.4568572983189668,0.5134460238186708,P
0.6693167451695551,0.4643169161827897,0.3366504240994771,0.4023540193018128,0.373921698739217,N
0.4474866022980275,0.4162808527329891,0.4540051319600588,0.5258999398608208,0.6513288862501311,P
0.3921392689721529,0.4685663174035268,0.4426542341910359,0.7330020905524214,0.4083749519784864,P
0.1237533704031058,0.5504460385477152,0.7261836878835201,0.8996806895959222,0.6174999126881571,N
0.500916302122375,0.5049715022673379,0.6680571124948972,0.4650534093187091,0.622467956553627,P
0.5501460041843345,0.3590654883245473,0.4837390735256954,0.4048855923709156,0.4628182516676562,P
0.3966793837616496,0.3703070860994063,0.263046971689983,0.5463300781809332,0.59640537142458,N
0.3437710475380674,0.7184132795273954,0.5861207047373435,0.5828832440791547,0.616692278140607,P
0.2895559458945413,0.2793104677907274,0.439757787036617,0.7692831982588277,0.5064960011175916,P
0.484581734373077,0.3286243232159944,0.4882878563051183,0.4745511039835047,0.6121389655292845,N
0.5139996196059565,0.4913437022685265,0.5055304645331018,0.4970159512013518,0.5454458142702476,P
0.5063335608238888,0.3767198188507004,0.6152876683924394,0.5575632177324666,0.415896867251074,N
0.5388438258690326,0.3641647697894318,0.6076853045805335,0.5299392880666687,0.3012782453812035,N
0.1826204674371511,0.5271605085017741,0.5086067246820064,0.8096680890059854,0.7543437641881745,N
0.546319687629362,0.7270844353050951,0.7223816960091234,0.5266058592743207,0.5217100897565746,N
0.5808393282688715,0.5186201035308662,0.5613389102360572,0.4281179300667259,0.518187056892397,P
0.6008144907754445,0.3433902495557445,0.6539377425855488,0.3858529740256022,0.4658872629483463,N
0.5005873731553686,0.3689787767667703,0.4228051475114529,0.3625361551018071,0.5874471763349981,N
0.7929358588514337,0.6217498023879853,0.4775330953106066,0.1983261261777256,0.5250672301190934,P
0.5308354124478357,0.3395241859276472,0.4596668113810286,0.3942738910048971,0.6001248559354592,P
0.2721629876595697,0.3836852709216149,0.6673945583080083,0.7026461238867093,0.6141078475884469,N
0.4457479777581365,0.5565764684207086,0.6898209645752201,0.5535525072310205,0.7010704431949151,P
0.3272529956030924,0.6922185440303343,0.3019529959112793,0.608827572381798,0.872249676946181,P
0.5538738658104072,0.5255469246815921,0.6036759607845679,0.3188636558893439,0.6168887297873085,P
0.7037177923719806,0.3513303894591077,0.3809054799225022,0.2717603596895673,0.3530323403066392,P
0.6695315559235184,0.43122210401821,0.4018885224231664,0.3945960651794153,0.4323114937310097,N
0.534531947505622,0.6679999286813781,0.3337993351779015,0.441009192703113,0.5590315370376838,N
0.3929627101956792,0.6254643139445736,0.6208813104641443,0.6319052664738396,0.6387254217162016,P
0.3218088855573332,0.530759127297797,0.503980184931995,0.7120564735530801,0.6375903677574827,N
0.5622514852149786,0.3331887150167302,0.5684552929817854,0.4095320599100777,0.4754348129780323,N
0.7210100580660319,0.3669283663875335,0.4227695088999332,0.3551461954809703,0.3287028952607132,N
0.3439836206800103,0.3627829714903809,0.5592556713990423,0.6540250293536471,0.5085827541647749,P
0.6032713887739005,0.6268550270713603,0.5517456439897102,0.3218333858357914,0.5921882094087243,N
0.5046687774806726,0.2631478851057001,0.6651817245200127,0.5697442652996937,0.3036705898788112,P
0.5994607355030711,0.7717893247909473,0.5662294996986917,0.4327200091640655,0.5818897775294242,P
0.5066401136706906,0.4879857838213707,0.5067567567567568,0.4935321744608953,0.5506365033353124,N
0.750985108692004,0.4656363106876898,0.3558661154561418,0.1866734442567084,0.4637786819404184,N
0.4969176894418277,0.7366857047765648,0.4713676155176994,0.5016251897247918,0.4983148814305173,N
0.5265078708002819,0.5293208684230859,0.6659042163717301,0.5615911108565539,0.5428264589808962,P
0.6680099797496113,0.4638563167497727,0.64902609394338,0.5203069961911854,0.2772893165228932,N
0.4989986686208478,0.3403027475499082,0.6597921944961024,0.6322231449926975,0.3838927112073482,N
0.4949933431042392,0.3131422390481341,0.6647087029489331,0.6044545949196714,0.395068627108581,P
0.5386334903391101,0.3708568338097814,0.445001522740674,0.3674904779632865,0.5197324765131143,P
0.4728790235061143,0.6396953506201749,0.4856182003149157,0.4940118560096223,0.6573053819020013,P
0.6097112361687608,0.3142328196411484,0.6006790775431389,0.4464460608837596,0.3554727063178849,N
0.407424396683859,0.3720841084280781,0.6329806190750809,0.6712348578137978,0.368311912827856,N
0.3797496112149114,0.3411823438865083,0.6444449124262118,0.5711417852744924,0.6003082108057137,P
0.7164565176044126,0.3273762473329807,0.5743372838194224,0.4097167731034681,0.2570417001362065,P
0.7281972678757231,0.5700438015202753,0.5404158054002216,0.3494172227154272,0.4250558795795062,P
0.4136292948165718,0.723295633517375,0.5570476974217085,0.5128196683753831,0.733598470296511,N
0.5528423266689789,0.5722160478785683,0.6609779882975759,0.4697256507918326,0.436070268571229,N
0.6200758550474934,0.1886020955788397,0.717379330901268,0.4304304246971563,0.27956379003248,P
0.3495664626710375,0.2619443833613655,0.4695581460146312,0.7134983819697014,0.4502366150944714,P
0.4434700887213166,0.7205112356545564,0.6135089776902292,0.7264297373922507,0.554657213704467,N
0.1540774885042682,0.5455963722594335,0.7666416116428103,0.8729388012256938,0.6246594838123843,N
0.5482350835188687,0.3739740519080703,0.5783190886883047,0.5791732294739255,0.3084596444661754,N
0.487275819245701,0.5648107976393537,0.5688197787814187,0.4903047051748332,0.6098688576118465,N
0.6391067452814356,0.5738236884802597,0.5840714845749609,0.3760159225636473,0.4987689030140049,N
0.3310077085734105,0.6640506599944135,0.3266667530633007,0.578402875225522,0.9058952956379004,N
0.6673185576352917,0.6931278564593871,0.5481607236582062,0.375619290357685,0.4452292808996613,N
0.5491860686275607,0.6029573455208934,0.4794656800171065,0.3022666743033879,0.6524683058009989,N
0.3179087278056858,0.3517672160181625,0.7505394389834572,0.6958818981070478,0.6856031502112947,P
0.4290755305937503,0.3733945881052425,0.4414927394428713,0.5008748818694694,0.6853062899451683,N
0.2599590517000257,0.4523740186260468,0.4958400020735192,0.767569231650391,0.744176300073342,N
0.5219767064588672,0.3798192072935177,0.4739173961782449,0.5100962226867896,0.5273242412600846,N
0.2198364305613049,0.5245692652398981,0.5455348059639596,0.8156834388155446,0.6863103761394196,N
0.5588637406160146,0.7916575042048272,0.1529657804531935,0.3402918182078525,0.6882006775399016,N
0.4627806804578154,0.5929549088013123,0.6809226512535071,0.6653154443139839,0.5529982886878777,P
0.5992973898255782,0.2546104517440375,0.422542717735717,0.4111243162748075,0.4492805504138581,P
0.5151452769604279,0.6476503485697646,0.4710436281402476,0.4799550388040896,0.6972767436175044,N
0.79227352569338,0.6340403782264248,0.4467008365354086,0.2289255133308514,0.4134084797261901,N
0.433080856110359,0.5287027737000696,0.6349796211939582,0.5417065208052924,0.6175435686096462,P
0.5424441436099395,0.6230721685021308,0.6607916955555411,0.5587588418912341,0.4696111130513743,P
0.6605564941094864,0.3798251505120083,0.5374659003285231,0.267408860505742,0.4726932211085112,N
0.5317103187478324,0.3041026037240207,0.6052845581136159,0.5179143159884304,0.2850513393636713,P
0.7499021044741052,0.6257555316506102,0.3481973342318583,0.1889601649531774,0.5423200502916217,N
0.676741141853414,0.496760945922655,0.5134082176158417,0.4310103382112891,0.2770754025075961,P
0.3418288003043153,0.330035837607498,0.6017271767091954,0.7407843867235604,0.5283457898229317,P
0.6061042055917925,0.4761260913234953,0.4967455467934969,0.413899309831324,0.4333374078860057,N
0.6663988990948859,0.4971502267337854,0.5191832926189196,0.2991136630487701,0.5195054657213705,N
0.5926874839171636,0.4599248777182796,0.548784399359801,0.4271915003293337,0.472326511368002,P
0.468484353497947,0.4174070926369466,0.6937962896965534,0.7036427159998856,0.3423191771731918,P
0.6673565970396393,0.341562709869903,0.3921948200898093,0.3266430882900427,0.4108677050955192,N
0.7291594410445174,0.2751769593305558,0.3762773202356036,0.2222114035338928,0.3296022072433905,N
0.3944417717411978,0.4404132914138323,0.6405586838336779,0.5874165926859304,0.5402114692836937,P
0.4565780199371231,0.4059099364669943,0.5242099567800839,0.6223488645150206,0.3999973806447107,P
0.6137031360132467,0.4385352343708212,0.643876314578784,0.4937283427360464,0.3094419026996822,P
0.4206419708886676,0.7701252236135958,0.553308883085915,0.5667645121567056,0.6950110012922154,N
0.6186258824582406,0.6374725869047124,0.5520437123769658,0.3428649159483377,0.6126410086264101,N
0.4772602678421588,0.2007678638289779,0.662367894146844,0.5429479652911023,0.4494682708762617,N
0.4272787281413276,0.3874473282261276,0.6042413187582212,0.6631089091898394,0.4126270387315336,N
0.7210659983665433,0.4904165601840021,0.438149189707569,0.347676050287809,0.347378898473789,N
0.3182108054284467,0.2531335619491379,0.3544551504273393,0.6483347174890461,0.6375510774281424,P
0.4324520871326121,0.4103554638979193,0.5387731893965411,0.5365732122913028,0.6275756993678623,P
0.5119678678913864,0.626346881890419,0.561061901028336,0.5332097139093331,0.6937799043062202,N
0.6692630424810643,0.3815041097355862,0.1274906529641605,0.2257753658466738,0.5409710823176056,N
0.7350555487184077,0.6549426776576588,0.5716530483972344,0.2529009994558837,0.6860440750183355,P
0.7830568017811392,0.2995649564064924,0.3633729029916994,0.2005713222028123,0.3667970523521811,N
0.653615421622045,0.5146411187514487,0.4283793503405107,0.3583077980469086,0.3760739356686341,N
0.6570054038330294,0.4285001099495421,0.3240132964419706,0.3449024886165125,0.5175409492543569,P
0.5083988767187657,0.4970254191454841,0.504511524231016,0.4962083679372262,0.519854713093284,N
0.8477193139481546,0.4771661545593401,0.6563158099360449,0.1590996305736133,0.4104529738413718,N
0.4729886664951164,0.3213914263130055,0.45567690682771,0.6506328932672758,0.3899521531100479,N
0.4431769615466374,0.6892855657052521,0.4874082305753368,0.4264612388670925,0.7770142842175114,P
0.5852339982770388,0.3295455220820283,0.5291880228346304,0.3510180703914775,0.5365923933922397,N
0.5557042324431367,0.4437444653777807,0.5683030189143831,0.4041553309086744,0.5009036775748263,P
0.5124623801479062,0.497233431792653,0.5042247954019712,0.497764827171454,0.5228975308210806,N
0.6253454313556572,0.3335185636429552,0.5179586203321519,0.443297345284802,0.3919559599064017,N
0.6264776630380059,0.6845755650514981,0.5476439637911706,0.3598284601506344,0.5050859148534907,N
0.4481645987402244,0.3753231625054232,0.444638656877928,0.5114121252040438,0.6153738693116335,N
0.4909969680357123,0.393467808557046,0.4449999028037867,0.456646811191615,0.4367905912758006,P
0.519291572034325,0.6402242970658332,0.5202443512800741,0.4271471118875112,0.8229534104005869,P
0.5950302637025766,0.4628370547786449,0.4624628224484374,0.3628998539477076,0.4689213494918451,N
