focal_depth,latitude,longitude,binaryClass
0.0350609756097561,0.4262306415929203,0.9030447827536392,P
0.0365853658536585,0.716883296460177,0.8946827425269475,P
0.25,0.4140625,0.861512390265585,P
0.0228658536585365,0.4322455752212389,0.2758639848872097,N
0.0228658536585365,0.6264518805309734,0.7846705189465496,P
0.0594512195121951,0.5080890486725663,0.7536670741193465,P
0.0746951219512195,0.4176576327433628,0.9132403600400044,P
0.0746951219512195,0.8333102876106195,0.947021891321258,P
0.073170731707317,0.5782632743362832,0.2214968329814424,P
0.0152439024390243,0.5132051991150443,0.2845316146238471,P
0.0564024390243902,0.6553512168141593,0.6544338259806646,N
0.2240853658536585,0.1899198008849557,0.9867485276141792,N
0.0167682926829268,0.3070381637168141,0.0148905433937104,P
0.1661585365853658,0.0723866150442477,0.4222135792865874,P
0.010670731707317,0.4437914823008849,0.5633681520168907,P
0.1692073170731707,0.7907217920353983,0.9270752305811756,N
0.0304878048780487,0.6867394911504425,0.8956272919213246,P
0.0518292682926829,0.3816371681415929,0.828036448494277,P
0.2225609756097561,0.1673810840707964,0.3005056117346372,P
0.0137195121951219,0.5698285398230089,0.2540282253583732,P
0.0899390243902439,0.4236725663716814,0.9212412490276698,P
0.0045731707317073,0.4041067477876106,0.932103567063007,N
0.0746951219512195,0.3009540929203539,0.0106122902544728,N
0.0853658536585365,0.8287472345132744,0.9452716968552062,P
0.0,0.3083517699115043,0.1139015446160684,P
0.0503048780487804,0.4283047566371681,0.8886820757861984,N
0.0365853658536585,0.7805586283185841,0.9260751194577176,N
0.0060975609756097,0.7504148230088495,0.5528669852205801,N
0.073170731707317,0.3913855088495575,0.281336815201689,P
0.0472560975609756,0.6442892699115044,0.7695299477719747,N
0.0,0.4158600663716814,0.919935548394266,P
0.0304878048780487,0.415237831858407,0.9249916657406378,N
0.0426829268292682,0.7174363938053098,0.895210578953217,P
0.0503048780487804,0.7175746681415929,0.6973830425602845,P
0.0,0.7619607300884956,0.9105456161795756,P
0.0304878048780487,0.2436393805309734,0.3110345593954884,P
0.1295731707317073,0.3785951327433628,0.9621624624958328,P
0.0396341463414634,0.7643113938053098,0.9113512612512502,P
0.0030487804878048,0.4090154867256637,0.9078508723191464,P
0.135670731707317,0.1951050884955751,0.9922769196577396,P
0.0518292682926829,0.059941924778761,0.4345482831425714,N
0.0,0.8047566371681416,0.71916324036004,P
0.048780487804878,0.4338357300884956,0.8972385820646738,N
0.0320121951219512,0.468404314159292,0.8506222913657073,N
0.0792682926829268,0.510370575221239,0.8431492388043116,P
0.0853658536585365,0.0744607300884955,0.4200744527169686,N
0.0945121951219512,0.3551576327433628,0.9643293699299922,N
0.0685975609756097,0.7116288716814159,0.8926825202800311,P
0.2606707317073171,0.4260923672566371,0.9209634403822649,N
0.0335365853658536,0.4524336283185841,0.9068785420602288,P
0.0548780487804878,0.7649336283185841,0.9116568507611956,N
0.3277439024390244,0.3673949115044247,0.9642460273363708,P
0.0152439024390243,0.4470409292035398,0.8745416157350816,P
0.0503048780487804,0.0863523230088495,0.942632514723858,P
0.0152439024390243,0.7195796460176991,0.4515779531059006,P
0.0564024390243902,0.3176852876106194,0.0165573952661406,P
0.0335365853658536,0.7389380530973452,0.8862373597066341,N
0.0,0.8047566371681416,0.719329925547283,N
0.0503048780487804,0.3505945796460177,0.0193077008556507,P
0.0,0.6957273230088495,0.666407378597622,P
0.0228658536585365,0.5798534292035398,0.3342871430158907,P
0.0503048780487804,0.707204092920354,0.7218024224913879,P
0.0335365853658536,0.2979120575221239,0.0145571730192243,P
0.0,0.0582134955752212,0.4702744749416602,P
0.173780487804878,0.5671321902654867,0.2425547283031447,P
0.0365853658536585,0.8380807522123894,0.9491610178908768,P
0.0045731707317073,0.2481332964601769,0.0048616512945883,P
0.0350609756097561,0.8497649336283186,0.0776475163907101,N
0.0152439024390243,0.6002488938053097,0.1782698077564173,N
0.0579268292682926,0.7692201327433629,0.9259084342704744,N
0.0,0.8043418141592921,0.719052116901878,N
0.0945121951219512,0.7630669247787611,0.907545282809201,N
0.0060975609756097,0.4667450221238938,0.8344260473385932,P
0.288109756097561,0.4105365044247787,0.8584842760306701,N
0.0853658536585365,0.3870298672566371,0.2824202689187688,P
0.111280487804878,0.3254286504424778,0.3073397044116013,N
0.0457317073170731,0.859720685840708,0.1181797977553061,N
0.0396341463414634,0.4690265486725664,0.8510945660628959,P
0.073170731707317,0.6899889380530974,0.8675130570063341,N
0.0503048780487804,0.0983821902654867,0.5785642849205468,N
0.0289634146341463,0.6720132743362832,0.8939326591843537,P
0.0533536585365853,0.2607162610619469,0.3021724636070675,P
0.1783536585365853,0.5552405973451328,0.9021835759528836,N
0.0121951219512195,0.4672289823008849,0.8360928992110235,P
0.0,0.6246543141592921,0.3733470385598399,P
0.0,0.9671598451327434,0.651544616068452,N
0.0929878048780487,0.8139518805309736,0.938215357261918,N
0.0137195121951219,0.5983130530973452,0.0688965440604512,P
0.0609756097560975,0.4854120575221239,0.765918435381709,N
0.0503048780487804,0.3436117256637168,0.0220580064451605,N
0.0503048780487804,0.4359789823008849,0.8767918657628626,N
0.048780487804878,0.8004701327433628,0.9319091010112236,N
0.0929878048780487,0.5049087389380531,0.8522335815090565,P
0.0,0.7613384955752213,0.90693410378931,N
0.0091463414634146,0.8402931415929203,0.0540337815312813,N
0.0746951219512195,0.6496128318584071,0.8571507945327259,P
0.0579268292682926,0.4305862831858407,0.9241860206689632,P
0.0152439024390243,0.6253456858407079,0.8497610845649517,N
0.0960365853658536,0.4235342920353982,0.9266307367485276,N
0.048780487804878,0.4248478982300885,0.861067896432937,N
0.0121951219512195,0.1310840707964601,0.5895655072785865,P
0.0121951219512195,0.503733407079646,0.2846982998110901,N
0.0335365853658536,0.5767422566371682,0.8338426491832426,P
0.024390243902439,0.4986863938053097,0.2704744971663518,P
0.0640243902439024,0.6362693584070797,0.897905322813646,N
0.0442073170731707,0.4355641592920354,0.9934437159684408,P
0.0975609756097561,0.4146155973451327,0.9303811534614956,P
0.0701219512195122,0.7579507743362832,0.9095455050561172,N
0.0137195121951219,0.697524889380531,0.1709356595177242,N
0.0442073170731707,0.8093196902654867,0.0242804756084009,N
0.0152439024390243,0.2107992256637167,0.4524947216357373,N
0.0259146341463414,0.2423257743362831,0.3125902878097567,P
0.1219512195121951,0.4592090707964602,0.8447049672185798,P
0.0655487804878048,0.6265210176991151,0.8399544393821536,P
0.8185975609756098,0.4255392699115044,0.8478997666407379,P
0.0685975609756097,0.5935425884955752,0.839037670852317,P
0.0381097560975609,0.5302820796460177,0.2776141793532615,N
0.0503048780487804,0.2665929203539823,0.9809145460606734,N
0.1829268292682926,0.2430171460176991,0.0034448272030225,P
0.0792682926829268,0.8149198008849559,0.0058617624180464,P
0.0594512195121951,0.7020879424778761,0.5674797199688855,P
0.149390243902439,0.3575774336283185,0.9642182464718302,N
0.0,0.9666067477876106,0.6526558506500723,N
0.0503048780487804,0.4280282079646018,0.8892376930770085,N
0.0701219512195122,0.4144773230088495,0.792671407934215,P
0.0548780487804878,0.3378733407079646,0.024447160795644,P
0.1875,0.3940818584070796,0.2925602844760528,P
0.0,0.9667450221238938,0.6513501500166685,N
0.0076219512195121,0.906941371681416,0.0548116457384154,P
0.1067073170731707,0.4595547566371681,0.8467607511945772,P
0.0838414634146341,0.2569828539823008,0.0075563951550172,P
0.0076219512195121,0.9177267699115044,0.4539948883209245,P
0.5975609756097561,0.4218058628318584,0.928464273808201,P
0.0,0.8047566371681416,0.718940993443716,N
0.0,0.549433075221239,0.8492610290032225,N
0.5,0.420008296460177,0.8572896988554284,N
0.086890243902439,0.0462527654867256,0.4267974219357706,P
0.2759146341463415,0.2643805309734513,0.0046949661073452,N
0.086890243902439,0.4079784292035398,0.9333537059673296,P
0.0701219512195122,0.4929480088495575,0.8542615846205134,N
0.1753048780487805,0.2281526548672566,0.0015557284142682,P
0.0,0.8076603982300885,0.0086120680075563,P
0.0259146341463414,0.472483407079646,0.8510945660628959,P
0.0838414634146341,0.4097759955752212,0.9335481720191132,P
0.1509146341463414,0.8250829646017699,0.9422713634848316,N
0.0640243902439024,0.4215984513274336,0.9219635515057228,P
0.0350609756097561,0.8576465707964602,0.0723413712634737,P
0.0015243902439024,0.6835591814159292,0.7180242249138793,N
0.010670731707317,0.4025165929203539,0.8371485720635625,P
0.2789634146341463,0.4080475663716814,0.8560951216801866,N
0.024390243902439,0.7400442477876106,0.8866818535392822,P
0.0,0.9668141592920354,0.6510167796421824,P
0.0121951219512195,0.5026963495575221,0.8447327480831204,N
0.9588414634146342,0.3145049778761062,0.0026947438604289,N
0.3307926829268293,0.7114214601769911,0.6976052894766085,P
0.0548780487804878,0.8201050884955752,0.9806367374152684,P
0.0365853658536585,0.3583379424778761,0.9622458050894545,N
0.4115853658536585,0.2439850663716814,0.0013612623624847,P
0.0685975609756097,0.725041482300885,0.561784642738082,N
0.0701219512195122,0.5759817477876106,0.2264140460051117,P
0.0350609756097561,0.2833241150442477,0.3034226025113902,N
0.0,0.8048257743362832,0.718940993443716,N
0.0198170731707317,0.8449253318584071,0.0667018557617513,N
0.9115853658536586,0.3971238938053097,0.3017557506389599,N
0.0381097560975609,0.703816371681416,0.564646071785754,P
0.1036585365853658,0.5569690265486725,0.2444993888209801,P
0.010670731707317,0.9122649336283186,0.083037004111568,N
0.0350609756097561,0.2510370575221239,0.0055561729081008,P
0.0564024390243902,0.7110757743362832,0.8934048227580842,N
0.173780487804878,0.3055862831858407,0.9768029781086788,N
0.0152439024390243,0.4071487831858407,0.8507056339593289,P
0.8612804878048781,0.3364905973451327,0.003250361151239,P
0.0914634146341463,0.4190403761061947,0.928630958995444,P
0.5731707317073171,0.4080475663716814,0.8487609734414935,N
0.0746951219512195,0.3912472345132743,0.9456606289587732,N
0.0426829268292682,0.7188882743362832,0.8195910656739638,P
0.048780487804878,0.7350663716814159,0.8976552950327814,P
0.0533536585365853,0.6257605088495575,0.839593288143127,P
0.0518292682926829,0.2479258849557522,0.0065562840315591,P
0.0823170731707317,0.3858545353982301,0.9490498944327148,P
0.774390243902439,0.6547981194690266,0.8869318813201468,P
0.4878048780487805,0.6088219026548672,0.8974886098455384,P
0.0167682926829268,0.3431969026548672,0.9858317590843428,P
0.0442073170731707,0.3864767699115044,0.2786142904767196,N
0.0503048780487804,0.3344856194690265,0.0206967440826759,N
0.0594512195121951,0.6745713495575221,0.8650683409267697,N
0.0853658536585365,0.5609789823008849,0.2427214134903878,P
0.0396341463414634,0.743570243362832,0.8974886098455384,P
0.0640243902439024,0.7628595132743363,0.9119902211356816,P
0.0365853658536585,0.6713219026548672,0.7862262473608179,P
0.1554878048780487,0.431554203539823,0.8947383042560284,N
0.0746951219512195,0.6805171460176991,0.7181075675075008,P
0.073170731707317,0.3655973451327433,0.962940326702967,N
0.0655487804878048,0.5913993362831859,0.8392043560395599,N
0.0823170731707317,0.3400857300884956,0.2985887320813424,P
0.1341463414634146,0.4289269911504424,0.8986831870207801,N
0.1326219512195122,0.3481747787610619,0.0166962995888432,P
0.0442073170731707,0.6155973451327433,0.8398988776530726,N
0.1341463414634146,0.0725940265486725,0.4232136904100456,P
0.0167682926829268,0.6670353982300885,0.6604344927214135,P
0.0503048780487804,0.2576742256637168,0.0111679075452828,N
0.0625,0.7110066371681416,0.8927103011445716,N
0.0396341463414634,0.5414823008849557,0.8958773197021892,P
0.1768292682926829,0.4224280973451327,0.919268807645294,N
0.0503048780487804,0.4423396017699115,0.9056284031559062,N
0.0289634146341463,0.4462804203539823,0.8726802978108679,N
0.0884146341463414,0.4184181415929203,0.901044560506723,N
0.0960365853658536,0.3891039823008849,0.9464940548949884,P
0.0746951219512195,0.3520464601769911,0.9645516168463164,N
0.0503048780487804,0.4226355088495575,0.9218246471830204,N
0.0228658536585365,0.3918694690265487,0.8313423713745972,P
0.0503048780487804,0.2923810840707964,0.0135015001666852,N
0.0,0.3085591814159292,0.1137904211579064,P
0.0503048780487804,0.079646017699115,0.9062395821757974,P
0.0,0.8051714601769911,0.719441049005445,P
0.125,0.7687361725663717,0.9115735081675742,N
0.0533536585365853,0.724350110619469,0.8964051561284587,N
0.0411585365853658,0.1727737831858407,0.2906434048227581,N
0.1539634146341463,0.3676714601769911,0.2917546394043783,P
0.3323170731707317,0.4951603982300885,0.8476775197244137,N
0.0701219512195122,0.4105365044247787,0.9119624402711412,N
0.0442073170731707,0.3979535398230088,0.8342038004222692,N
0.0823170731707317,0.4598313053097345,0.8500111123458163,P
0.0838414634146341,0.4228429203539823,0.9252139126569618,N
0.1006097560975609,0.4185564159292035,0.9273252583620402,P
0.0823170731707317,0.3821902654867256,0.8289532170241138,P
0.0,0.9016178097345132,0.9058228692076896,P
0.0548780487804878,0.2415652654867256,0.0037781975775086,N
0.864329268292683,0.7495851769911505,0.8638459828869874,N
0.8475609756097561,0.7477184734513274,0.8640126680742305,P
0.0182926829268292,0.6944137168141593,0.8875152794754972,P
0.0472560975609756,0.3508019911504424,0.9642182464718302,N
0.0564024390243902,0.4269220132743362,0.9027669741082344,P
0.1570121951219512,0.4167588495575221,0.907378597621958,P
0.0701219512195122,0.8151963495575221,0.0162518057561951,N
0.0076219512195121,0.3793556415929203,0.293115901766863,P
0.0503048780487804,0.0875967920353982,0.9412156906322924,N
0.9253048780487804,0.5841399336283186,0.904628292032448,N
0.0594512195121951,0.3278484513274336,0.9681631292365818,N
0.0503048780487804,0.1185011061946902,0.9558006445160574,N
0.7682926829268293,0.2942477876106194,0.999666629625514,N
0.7301829268292683,0.2820796460176991,0.9988332036892988,N
0.0945121951219512,0.3676023230088495,0.9630236692965886,N
0.0182926829268292,0.5979673672566372,0.9090732303589288,P
0.3963414634146341,0.4592090707964602,0.8403155906211801,N
0.0320121951219512,0.7921045353982301,0.7861429047671964,N
0.913109756097561,0.4175193584070796,0.814868318702078,N
0.3902439024390244,0.3498340707964602,0.0136681853539282,N
0.1753048780487805,0.5004148230088495,0.848122013557062,N
0.0442073170731707,0.6164961283185841,0.8412045782864763,N
0.0,0.848174778761062,0.953633737081898,N
0.1006097560975609,0.5084347345132744,0.2105233914879431,N
0.1310975609756097,0.3093196902654867,0.9736915212801422,N
0.0503048780487804,0.2281526548672566,0.0073619291032336,N
0.6722560975609756,0.6808628318584071,0.8822369152128015,N
0.0182926829268292,0.8385647123893805,0.0518668740971219,P
0.0503048780487804,0.0390624999999999,0.4323535948438716,N
0.2667682926829268,0.6010785398230089,0.839259917768641,N
0.2042682926829268,0.4345962389380531,0.8873208134237137,P
0.0914634146341463,0.7874723451327433,0.1602122458050894,N
0.0685975609756097,0.2830475663716814,0.0103344816090676,P
0.1829268292682926,0.0713495575221238,0.4229914434937215,N
0.0701219512195122,0.8401548672566372,0.0577008556506278,P
0.0792682926829268,0.3630392699115044,0.9625236137348594,N
0.0701219512195122,0.737762721238938,0.898738748749861,P
0.1661585365853658,0.4285813053097345,0.9002666962995889,P
0.1128048780487804,0.4223589601769911,0.922408045338371,P
0.0,0.8045492256637168,0.7193021446827426,P
0.0670731707317073,0.6125553097345133,0.9052672519168796,N
0.0503048780487804,0.3475525442477876,0.019113234803867,N
0.073170731707317,0.2260785398230088,0.0010556728525391,N
0.0762195121951219,0.6774059734513274,0.7235803978219802,N
0.1539634146341463,0.4167588495575221,0.8621791310145571,N
0.0579268292682926,0.7568445796460177,0.9061006778530948,P
0.0381097560975609,0.503387721238938,0.8538170907878653,P
0.0655487804878048,0.3630392699115044,0.9616346260695632,N
0.0442073170731707,0.5725940265486725,0.2338037559728858,N
0.8185975609756098,0.4198700221238938,0.8091176797421936,P
0.1554878048780487,0.2970132743362831,0.0074730525613956,N
0.0564024390243902,0.4921183628318584,0.8461217913101455,P
0.0609756097560975,0.8263274336283186,0.034476052894766,N
0.1768292682926829,0.2426023230088495,0.1916046227358596,P
0.0564024390243902,0.7342367256637168,0.8287865318368708,N
0.0457317073170731,0.4957826327433628,0.2212468052005778,P
0.0533536585365853,0.4633573008849557,0.8745416157350816,P
0.1006097560975609,0.5219164823008849,0.8507334148238693,P
0.288109756097561,0.4213910398230088,0.8605122791421269,N
0.1570121951219512,0.3107024336283185,0.0099177686409601,N
0.0884146341463414,0.767007743362832,0.913434826091788,N
0.0655487804878048,0.704991703539823,0.8862373597066341,P
0.1783536585365853,0.6140763274336283,0.8988498722080231,N
0.1158536585365853,0.2840846238938053,0.3080897877541949,N
0.0548780487804878,0.4711006637168141,0.8513723747083008,N
0.0899390243902439,0.380945796460177,0.8240915657295256,N
0.0914634146341463,0.3378733407079646,0.3019502166907434,P
0.0167682926829268,0.4616288716814159,0.8315646182909212,N
0.1387195121951219,0.8326880530973452,0.0365040560062229,P
0.25,0.4209762168141593,0.9120735637293031,P
0.0152439024390243,0.408462389380531,0.5773974886098455,P
0.0030487804878048,0.7372096238938053,0.5687020780086677,N
0.0,0.8055862831858407,0.7194688298699855,P
0.9070121951219512,0.4107439159292035,0.845205022780309,P
0.0685975609756097,0.830337389380531,0.9457995332814756,P
0.0381097560975609,0.5639518805309734,0.8388987665296144,P
0.0,0.8049640486725664,0.7193577064118235,N
0.0365853658536585,0.6782356194690266,0.7784753861540171,N
0.111280487804878,0.6285951327433629,0.8395655072785866,N
0.3185975609756097,0.3529452433628318,0.305339482164685,P
0.0,0.8049640486725664,0.7190243360373375,N
0.0503048780487804,0.2316786504424778,0.3002833648183132,P
0.4969512195121951,0.2959762168141593,0.0046116235137237,P
0.0853658536585365,0.698700221238938,0.8899044338259807,P
0.2530487804878049,0.4278899336283185,0.9218246471830204,P
0.0137195121951219,0.409637721238938,0.9154906100677852,N
0.0030487804878048,0.4079092920353982,0.8615957328592065,P
0.9557926829268292,0.3139518805309734,0.0022502500277808,P
0.9085365853658536,0.3157494469026548,0.0035837315257251,P
0.0625,0.4693722345132743,0.8507334148238693,N
0.0365853658536585,0.5367809734513275,0.8895155017224136,P
0.024390243902439,0.2204092920353982,0.0038615401711301,N
0.0411585365853658,0.7327848451327434,0.8270085565062785,N
0.0625,0.2310564159292035,0.3094232692521391,P
0.0259146341463414,0.6691095132743363,0.8686520724524947,P
0.25,0.7119054203539823,0.6973274808312034,P
0.086890243902439,0.7490320796460177,0.8965996221802423,P
0.0838414634146341,0.3895879424778761,0.2815868429825536,P
0.0457317073170731,0.1967643805309734,0.2977553061451272,N
0.0746951219512195,0.4191786504424779,0.9202966996332926,N
0.0518292682926829,1.0,0.8517890876764085,N
0.0625,0.4221515486725664,0.922130236692966,P
0.0838414634146341,0.5047704646017699,0.8446216246249583,P
0.0457317073170731,0.3535674778761062,0.0178353150350039,P
0.0625,0.5797842920353983,0.3277308589843316,N
0.8810975609756098,0.2698423672566371,0.324286031781309,P
0.0594512195121951,0.3012997787610619,0.3041449049894432,P
0.1463414634146341,0.5053235619469026,0.8521224580508946,P
0.2347560975609756,0.4728290929203539,0.8560951216801866,P
0.4817073170731707,0.5742533185840708,0.9041004556061784,P
0.0121951219512195,0.6170492256637168,0.8373985998444271,N
0.1097560975609756,0.4177267699115044,0.9116846316257362,P
0.024390243902439,0.7395602876106195,0.8863484831647961,N
0.0503048780487804,0.3829507743362831,0.8307867540837871,P
0.3490853658536585,0.6621266592920354,0.8558173130347817,N
0.0396341463414634,0.3221100663716814,0.9712745860651184,P
0.8292682926829269,0.2710868362831858,0.324174908323147,P
0.0091463414634146,0.7973589601769913,0.1412101344593844,P
0.5274390243902439,0.2427405973451327,0.0016112901433493,N
0.336890243902439,0.3252903761061946,0.0114734970552283,N
0.0,0.966537610619469,0.6524336037337481,N
0.1905487804878048,0.353429203539823,0.3007278586509612,N
0.8795731707317074,0.2687361725663716,0.3245082786976331,P
0.0609756097560975,0.2305033185840707,0.3007834203800422,P
0.0411585365853658,0.8278484513274336,0.0366151794643849,P
0.1875,0.415583517699115,0.7942271363484832,P
0.0701219512195122,0.4306554203539823,0.842676964107123,P
0.2286585365853658,0.5258573008849557,0.2981720191132348,P
0.0152439024390243,0.6948976769911505,0.8934881653517057,P
0.0685975609756097,0.7457134955752212,0.8984331592399155,N
0.0594512195121951,0.7486172566371682,0.8985998444271586,P
0.0381097560975609,0.4578263274336283,0.8707356372930326,N
0.0289634146341463,0.5426576327433629,0.6148183131459051,P
0.048780487804878,0.2773783185840708,0.3005333925991776,N
0.0381097560975609,0.4852046460176991,0.8517890876764085,P
0.0609756097560975,0.6825912610619469,0.867235248360929,P
0.0655487804878048,0.4401272123893805,0.8298699855539504,N
0.1128048780487804,0.4166897123893805,0.9301311256806312,P
0.0259146341463414,0.3976078539823008,0.9386320702300256,P
0.0625,0.7995713495575221,0.9314090454494944,P
0.0060975609756097,0.4127488938053097,0.9216579619957772,P
0.024390243902439,0.2489629424778761,0.0070563395932882,N
0.0,0.8275719026548674,0.0362262473608179,P
0.010670731707317,0.2370713495575221,0.719218802089121,N
0.1539634146341463,0.0719026548672566,0.4234081564618291,P
0.0289634146341463,0.1800331858407079,0.9321313479275476,P
0.0213414634146341,0.352737831858407,0.9636348483164796,P
0.0548780487804878,0.7829784292035398,0.9267418602066896,P
0.0426829268292682,0.3405696902654867,0.966190687854206,P
0.0838414634146341,0.4151686946902654,0.7926991887987553,N
0.1371951219512195,0.3760370575221239,0.9625513945994,N
0.0137195121951219,0.5972759955752213,0.8346760751194577,P
0.7972560975609756,0.4098451327433628,0.8463440382264695,N
0.024390243902439,0.7685978982300885,0.9149072119124348,P
0.0503048780487804,0.048050331858407,0.4427436381820202,N
0.0914634146341463,0.7629286504424779,0.913434826091788,N
0.0,0.3417450221238938,0.0213357039671074,N
0.3475609756097561,0.4221515486725664,0.907656406267363,P
0.0807926829268292,0.4119883849557522,0.910462273585954,P
0.0701219512195122,0.448700221238938,0.7776141793532615,P
0.0350609756097561,0.4659845132743362,0.4257417490832315,N
0.1478658536585365,0.2133573008849557,0.99724969441049,P
0.0259146341463414,0.3858545353982301,0.9481886876319592,N
0.0945121951219512,0.3906941371681416,0.9501611290143348,P
