ps_ind_01,ps_ind_02_cat,ps_ind_03,ps_ind_04_cat,ps_ind_05_cat,ps_ind_06_bin,ps_ind_07_bin,ps_ind_08_bin,ps_ind_09_bin,ps_ind_10_bin,ps_ind_11_bin,ps_ind_12_bin,ps_ind_13_bin,ps_ind_14,ps_ind_15,ps_ind_16_bin,ps_ind_17_bin,ps_ind_18_bin,ps_reg_01,ps_reg_02,ps_reg_03,ps_car_01_cat,ps_car_02_cat,ps_car_03_cat,ps_car_04_cat,ps_car_05_cat,ps_car_06_cat,ps_car_07_cat,ps_car_08_cat,ps_car_09_cat,ps_car_10_cat,ps_car_11_cat,ps_car_11,ps_car_12,ps_car_13,ps_car_14,ps_car_15,ps_calc_01,ps_calc_02,ps_calc_03,ps_calc_04,ps_calc_05,ps_calc_06,ps_calc_07,ps_calc_08,ps_calc_09,ps_calc_10,ps_calc_11,ps_calc_12,ps_calc_13,ps_calc_14,ps_calc_15_bin,ps_calc_16_bin,ps_calc_17_bin,ps_calc_18_bin,ps_calc_19_bin,ps_calc_20_bin,target
2.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.5,0.5,0.6504805916,7.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,73.0,3.0,0.3741657387,0.632455532,0.3861346915,2.4494897428,0.4,0.7,0.2,1.0,2.0,5.0,1.0,7.0,2.0,9.0,11.0,0.0,5.0,8.0,0.0,1.0,1.0,1.0,1.0,0.0,0
1.0,0.0,7.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.1,0.2,,6.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,65.0,1.0,0.4,0.7681818182,0.3794733192,3.0,0.4,0.1,0.9,4.0,4.0,6.0,2.0,9.0,1.0,10.0,6.0,0.0,3.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,0
1.0,0.0,6.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,0.0,0.3,0.0,1.1291589791,11.0,0.0,,0.0,,11.0,1.0,1.0,2.0,1.0,103.0,2.0,0.4,1.003670948,0.4022437072,3.4641016151,0.0,0.3,0.5,4.0,0.0,7.0,2.0,9.0,1.0,13.0,3.0,2.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.5,0.3,0.7741931284,11.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,65.0,3.0,0.4,0.7829273316,0.3794733192,3.0,0.5,0.3,0.4,3.0,4.0,8.0,2.0,8.0,3.0,15.0,3.0,0.0,8.0,14.0,0.0,1.0,1.0,0.0,0.0,0.0,1
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.9,0.8,0.7992183682,11.0,1.0,,0.0,,9.0,1.0,0.0,2.0,1.0,92.0,3.0,0.4,0.9010553959,0.3834057903,3.6055512755,0.2,0.3,0.8,2.0,1.0,6.0,3.0,11.0,0.0,6.0,6.0,3.0,4.0,10.0,0.0,1.0,1.0,1.0,1.0,1.0,0
3.0,2.0,10.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,0.1,0.2,,10.0,0.0,,0.0,0.0,10.0,1.0,1.0,0.0,1.0,27.0,3.0,0.3872983346,0.9922530502,0.3820994635,3.3166247904,0.0,0.8,0.0,4.0,3.0,10.0,2.0,8.0,4.0,10.0,5.0,0.0,5.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0
4.0,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,0.2,0.6869315832,4.0,1.0,,0.0,1.0,7.0,1.0,1.0,0.0,1.0,103.0,3.0,0.4,0.9550323434,0.4176122604,3.4641016151,0.0,0.0,0.5,2.0,1.0,7.0,1.0,9.0,2.0,10.0,1.0,0.0,1.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.8,0.6,1.0591860082,7.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,4.0,1.0,63.0,3.0,0.316227766,0.6720512574,0.3016620626,3.1622776602,0.7,0.0,0.4,1.0,2.0,9.0,4.0,9.0,0.0,14.0,4.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0
4.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,0.3,,7.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,45.0,3.0,0.4,0.7413272663,0.3663331817,3.0,0.7,0.5,0.0,1.0,0.0,7.0,3.0,10.0,3.0,7.0,2.0,1.0,4.0,14.0,0.0,0.0,1.0,1.0,1.0,0.0,0
5.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.9,0.1,0.4974937186,11.0,1.0,,0.0,,11.0,1.0,1.0,2.0,1.0,10.0,2.0,0.316227766,0.6831199694,0.3687817783,3.4641016151,0.9,0.1,0.2,1.0,1.0,7.0,4.0,9.0,1.0,10.0,7.0,1.0,4.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0
1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.9,1.0,1.1702029738,11.0,1.0,,0.0,,11.0,1.0,1.0,2.0,1.0,98.0,2.0,0.316227766,0.6271244884,0.3687817783,3.1622776602,0.0,0.2,0.0,2.0,1.0,7.0,4.0,11.0,2.0,4.0,4.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,0.0,0.9,0.6,1.1434596626,11.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,64.0,3.0,0.3152776554,0.516224373,0.3521363372,2.0,0.2,0.4,0.3,2.0,3.0,9.0,2.0,10.0,1.0,13.0,3.0,0.0,5.0,7.0,0.0,1.0,0.0,0.0,1.0,0.0,0
1.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,0.7,0.2,0.4815340071,10.0,1.0,,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.3741657387,0.8738037868,0.4189272013,3.6055512755,0.3,0.4,0.6,2.0,3.0,8.0,3.0,10.0,3.0,9.0,4.0,3.0,6.0,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0
3.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.7,1.4,1.4474114826,10.0,1.0,,0.0,1.0,0.0,1.0,1.0,0.0,1.0,87.0,3.0,0.4,0.8015094231,0.3974921383,3.1622776602,0.9,0.6,0.2,3.0,2.0,7.0,3.0,9.0,4.0,7.0,4.0,1.0,1.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,0
2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.8,0.4,0.7211102551,11.0,1.0,,0.0,,4.0,1.0,1.0,1.0,1.0,83.0,3.0,0.316227766,0.6778825808,0.3667424164,3.0,0.3,0.2,0.3,4.0,2.0,9.0,2.0,8.0,3.0,14.0,4.0,2.0,4.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0
0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.2,,7.0,1.0,,0.0,,11.0,1.0,0.0,2.0,1.0,102.0,3.0,0.316227766,0.7250106867,0.3583294573,3.6055512755,0.9,0.1,0.9,0.0,2.0,9.0,3.0,9.0,1.0,10.0,9.0,3.0,3.0,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0
0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.7,0.1,0.5477225575,7.0,1.0,,0.0,,1.0,1.0,1.0,2.0,0.0,39.0,2.0,0.423792402,0.6820908546,0.3853569774,2.6457513111,0.3,0.6,0.7,3.0,4.0,8.0,4.0,11.0,1.0,8.0,5.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.5,0.2,0.6189709202,11.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,9.0,2.0,0.316227766,0.7252671209,0.3820994635,3.1622776602,0.7,0.2,0.7,2.0,1.0,8.0,1.0,10.0,2.0,4.0,4.0,2.0,1.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,0
1.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.5,0.2,0.5123475383,7.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,9.0,2.0,0.3160696126,0.5955412845,0.4306971093,2.2360679775,0.1,0.9,0.2,2.0,1.0,9.0,3.0,10.0,2.0,7.0,7.0,3.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0
3.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,0.8,1.3141061601,11.0,1.0,,0.0,,7.0,1.0,1.0,0.0,1.0,91.0,3.0,0.3741657387,0.8135474812,0.3926830783,3.4641016151,0.1,0.7,0.6,2.0,0.0,8.0,4.0,8.0,6.0,13.0,12.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0
0.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.4,0.0,0.6446898479,6.0,1.0,,0.0,,1.0,1.0,1.0,0.0,1.0,51.0,3.0,0.3741657387,0.8001162106,0.3681032464,3.6055512755,0.7,0.1,0.8,2.0,4.0,9.0,1.0,8.0,4.0,15.0,6.0,2.0,4.0,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0
1.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.8,0.7,0.8660254038,6.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,21.0,3.0,0.316227766,0.7730747882,0.374566416,3.4641016151,0.9,0.9,0.0,2.0,2.0,6.0,4.0,12.0,3.0,0.0,3.0,1.0,1.0,9.0,0.0,1.0,1.0,1.0,0.0,0.0,0
2.0,0.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,0.0,0.3,0.0,1.5380588415,11.0,1.0,0.0,6.0,1.0,14.0,1.0,0.0,2.0,1.0,103.0,0.0,0.5656854249,1.4662526025,0.4174925149,3.7416573868,0.2,0.9,0.0,1.0,2.0,7.0,4.0,10.0,1.0,9.0,4.0,2.0,2.0,11.0,0.0,1.0,0.0,1.0,1.0,0.0,0
0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.8792752698,8.0,1.0,,1.0,0.0,14.0,1.0,0.0,0.0,1.0,103.0,2.0,0.4472135955,1.5279084175,0.438520239,3.6055512755,0.8,0.5,0.3,3.0,2.0,9.0,5.0,11.0,1.0,8.0,7.0,1.0,5.0,3.0,1.0,1.0,0.0,1.0,0.0,0.0,0
3.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.9,0.4,0.9956153876,7.0,1.0,,0.0,,1.0,1.0,1.0,2.0,1.0,79.0,3.0,0.316227766,0.7557219743,,3.6055512755,0.5,0.4,0.7,2.0,1.0,10.0,2.0,8.0,1.0,11.0,5.0,0.0,6.0,13.0,0.0,1.0,0.0,1.0,0.0,0.0,0
3.0,0.0,7.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.4,0.7445636306,7.0,1.0,,0.0,,1.0,1.0,1.0,1.0,1.0,39.0,2.0,0.3741657387,0.7506608659,0.3814446225,3.3166247904,0.5,0.7,0.6,1.0,2.0,7.0,5.0,9.0,3.0,7.0,6.0,2.0,2.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0
0.0,1.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9,0.6,1.0744184473,10.0,1.0,,0.0,0.0,9.0,1.0,1.0,0.0,1.0,20.0,2.0,0.316227766,0.8008905168,0.3768288736,3.6055512755,0.9,0.0,0.8,4.0,1.0,8.0,3.0,10.0,2.0,7.0,10.0,3.0,3.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0
4.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.9,0.3,0.7582875444,6.0,1.0,,0.0,1.0,15.0,1.0,0.0,0.0,1.0,96.0,2.0,0.3605551275,0.8986215339,,3.6055512755,0.9,0.9,0.6,1.0,3.0,10.0,5.0,7.0,3.0,11.0,2.0,3.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,0.0,0
3.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.3,0.3,,5.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,42.0,3.0,0.3994996871,0.5995004808,0.3130495168,1.7320508076,0.9,0.4,0.8,3.0,4.0,9.0,2.0,10.0,3.0,12.0,5.0,2.0,3.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0
3.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,0.3,0.0,1.0562315087,11.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,64.0,1.0,0.316227766,0.5588876201,0.2880972058,2.8284271247,0.8,0.9,0.3,5.0,1.0,9.0,0.0,11.0,1.0,6.0,8.0,1.0,2.0,4.0,0.0,1.0,0.0,1.0,1.0,0.0,0
1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,0.4,0.0,,6.0,1.0,,0.0,0.0,11.0,1.0,1.0,0.0,1.0,102.0,2.0,0.316227766,0.689502156,0.3583294573,3.6055512755,0.4,0.8,0.8,3.0,4.0,7.0,3.0,11.0,2.0,5.0,3.0,0.0,5.0,5.0,0.0,1.0,1.0,0.0,1.0,0.0,0
0.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.7,0.2,0.4873397172,10.0,1.0,,0.0,0.0,0.0,1.0,1.0,0.0,1.0,94.0,2.0,0.4,0.7244262478,0.4013726448,2.6457513111,0.7,0.8,0.8,1.0,5.0,10.0,1.0,6.0,2.0,13.0,9.0,2.0,2.0,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0
7.0,0.0,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.3,0.0,,4.0,1.0,,8.0,1.0,11.0,1.0,1.0,4.0,1.0,23.0,2.0,0.4898979486,0.8863053594,0.4949747468,2.8284271247,0.7,0.9,0.1,3.0,0.0,7.0,5.0,11.0,4.0,12.0,6.0,2.0,4.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.2,0.1,,7.0,1.0,,0.0,,0.0,1.0,0.0,0.0,1.0,86.0,3.0,0.316227766,0.8086822257,0.3615245497,3.7416573868,0.4,0.0,0.3,4.0,3.0,8.0,3.0,10.0,2.0,7.0,8.0,2.0,4.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.7,0.4,1.1087718431,9.0,1.0,1.0,0.0,1.0,7.0,1.0,0.0,1.0,1.0,78.0,3.0,0.4,1.047626203,0.3374907406,3.7416573868,0.9,0.7,0.9,2.0,0.0,8.0,2.0,10.0,2.0,6.0,5.0,1.0,4.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0
4.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.9,0.9,1.133854047,7.0,1.0,,0.0,,7.0,1.0,1.0,2.0,1.0,91.0,3.0,0.3741657387,0.8184847924,0.3926830783,3.4641016151,0.2,0.1,0.9,2.0,3.0,8.0,0.0,9.0,2.0,5.0,5.0,1.0,4.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,0
4.0,0.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.0,0.0,0.9,0.3,0.9219544457,10.0,1.0,,0.0,0.0,6.0,1.0,0.0,0.0,1.0,32.0,2.0,0.3872983346,0.9806179533,,3.7416573868,0.7,0.1,0.3,3.0,1.0,8.0,0.0,10.0,3.0,8.0,5.0,0.0,1.0,9.0,1.0,1.0,0.0,0.0,0.0,1.0,0
0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.8,0.2,0.5556527693,7.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,86.0,3.0,0.316227766,0.6911781773,0.3615245497,3.1622776602,0.1,0.8,0.6,2.0,1.0,8.0,3.0,11.0,3.0,7.0,5.0,3.0,2.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0
0.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,0.9,1.1,1.4863966496,11.0,1.0,0.0,0.0,0.0,14.0,1.0,1.0,2.0,1.0,41.0,2.0,0.4,0.7339466506,0.3376388603,3.1622776602,0.7,0.0,0.2,3.0,2.0,9.0,4.0,7.0,1.0,12.0,4.0,1.0,3.0,11.0,0.0,1.0,1.0,1.0,0.0,0.0,0
3.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.9,0.0,1.0644834428,10.0,1.0,,0.0,1.0,14.0,1.0,1.0,0.0,1.0,71.0,2.0,0.4,1.0796291834,0.4093897898,3.7416573868,0.0,0.8,0.0,2.0,1.0,8.0,1.0,9.0,2.0,6.0,7.0,2.0,1.0,14.0,0.0,0.0,1.0,0.0,0.0,1.0,0
2.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,0.1,,7.0,1.0,,0.0,,11.0,1.0,1.0,2.0,1.0,100.0,3.0,0.3741657387,0.7679935218,0.3850973903,3.1622776602,0.4,0.3,0.1,2.0,2.0,8.0,3.0,7.0,4.0,8.0,7.0,1.0,1.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,0
2.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.9,0.4,0.8124038405,6.0,1.0,,0.0,,0.0,1.0,1.0,2.0,1.0,38.0,3.0,0.3160696126,0.6909240429,0.3744329045,3.0,0.7,0.0,0.4,3.0,3.0,7.0,2.0,9.0,4.0,10.0,3.0,4.0,5.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,0
