Xloc,Yloc,Landuse_1,Landuse_2,Landuse_3,Landuse_4,Rock_1,Rock_2,Rock_3,Rock_4,Rock_5,Cr,Ni,Pb,Zn,Cd,Co,Cu
0.1901106344547302,0.3644986449864498,0,0,1,0,0,1,0,0,0,0.6040791841631673,0.6938695821944553,0.0971136072799658,0.312553227729518,0.2993592310772928,0.622007559848803,0.1044409510709373
0.2851659516820952,0.4157955865272938,0,0,1,0,0,1,0,0,0,0.6460707858428314,0.5431472081218274,0.0885823972700128,0.2222789984670413,0.2793352022426912,0.4624107517849642,0.0779131460011789
0.8923007450891847,0.2320944638017809,0,1,0,0,0,0,0,0,1,0.4721055788842231,0.344006247559547,0.1056448172899189,0.2359052972236416,0.2352823388065679,0.5863082738345233,0.0868785616034584
0.851885301422443,0.5549748354626403,0,0,1,0,0,1,0,0,0,0.4397120575884823,0.4486528699726669,0.4141902459832219,0.4590359393629706,0.539247096515819,0.5044099118017639,0.4645313421104342
0.8008579814856627,0.354239256678281,1,0,0,0,0,0,0,1,0,0.5380923815236953,0.6040609137055837,0.0900042656050049,0.1728836654743654,0.5346415698838607,0.5590088198236034,0.0426655531538612
0.8884624068638518,0.0574912891986062,0,1,0,0,0,1,0,0,0,0.674865026994601,0.4689574385005857,0.0302857955353334,0.1558507920286152,0.1341609931918302,0.6010079798404031,0.0319807427785419
0.5775570106118763,0.921602787456446,1,0,0,0,0,1,0,0,0,0.6880623875224955,0.4916048418586489,0.1056448172899189,0.1507409299948901,0.1331597917501001,0.5695086098278034,0.0253487915111023
0.212689094603748,0.1937669376693767,0,0,1,0,0,0,0,0,1,0.9640071985602876,0.2776259273721202,0.1099104222948955,0.2137625617441662,0.2943532238686424,0.3049139017219655,0.0609648260955
0.624068638518853,0.1411149825783971,0,0,1,0,0,0,1,0,0,0.5650869826034792,0.4400624755954704,0.7865775629176739,1.0,0.3293952743291951,0.5170096598068038,0.9275397917076044
0.6789342966809664,0.5172280294231514,0,1,0,0,0,1,0,0,0,0.4421115776844631,0.4088246778602108,0.0624200199061567,0.1728836654743654,0.171205446535843,0.7123057538849222,0.0672283356258596
0.8214043802212687,0.5956252419667053,1,0,0,0,0,1,0,0,0,0.4427114577084583,0.4221007418976962,0.129816578984786,0.145631067961165,0.486784140969163,0.4750104997900041,0.0265769306347022
0.7118988484985324,0.4167634533488191,1,0,0,0,0,1,0,0,0,0.5110977804439112,0.4127294025771182,0.1155978956348642,0.1337080565491398,0.1591910292350821,0.4204115917681646,0.0197730398899587
0.095055317227365,0.3112659698025551,0,1,0,0,0,1,0,0,0,0.8560287942411516,0.5626708317063647,0.1170197639698563,0.2273888605007664,0.4134961954345215,0.4687106257874842,0.0511397131067007
0.6861594039286519,0.8662408052651954,1,0,0,0,1,0,0,0,0,0.4679064187162568,0.2885591565794611,0.0460685340537466,0.1354113438937148,0.0710853023628354,0.3091138177236455,0.0066810768323835
0.8080830887333483,0.7032520325203252,0,0,1,0,0,0,1,0,0,0.6640671865626875,0.5165950800468566,0.1113322906298876,0.2801907681825923,0.3566279535442531,0.6724065518689625,0.2582039693456474
0.1828855272070444,0.0145180023228803,0,0,0,1,0,0,1,0,0,0.4427114577084583,0.3127684498242873,0.1639414190245983,0.2137625617441662,0.1551862234681618,0.613607727845443,0.108370996266457
0.8582072702641679,0.535423925667828,0,0,1,0,0,1,0,0,0,0.4253149370125975,0.5204998047637641,0.1212853689748329,0.3653551354113439,0.3894673608329996,0.5443091138177236,0.4178620554136372
0.4540528335967486,0.6705381339527681,0,0,1,0,1,0,0,0,0,0.2339532093581283,0.06286606794221,0.013081188681928,0.030829500936808,0.0210252302763316,0.115917681646367,0.1054234623698172
0.8690449311356965,0.6217576461478901,0,1,0,0,0,0,1,0,0,0.4757048590281943,0.390081999219055,0.0971136072799658,0.2376085845682166,0.5372446936323589,0.5086098278034439,0.1570053055610139
0.4985324000903137,0.1306620209059233,1,0,0,0,1,0,0,0,0,0.5620875824835032,0.2682545880515423,0.1340821839897625,0.1779935275080905,0.2583099719663597,0.3154136917261654,0.0319807427785419
0.6179724542786182,0.5987224157955865,0,0,1,0,0,1,0,0,0,0.6610677864427114,0.4299101913315111,0.2193942840892933,0.2767841934934423,0.3404084901882259,0.6178076438471231,0.2601689919434073
0.3289681643711898,0.2675183894696089,0,0,1,0,0,0,1,0,0,0.6940611877624475,0.4697383834439671,0.0956917389449737,0.3040367910066428,0.2328794553464157,0.5485090298194035,0.1147573197091766
0.3955746218107925,0.4852884243128146,0,0,1,0,0,0,1,0,0,0.3989202159568086,0.2463881296368605,0.0544575572302004,0.1485266564469426,0.1141369643572286,0.5380092398152037,0.0960896050304578
0.1255362384285391,0.2706155632984901,0,1,0,0,0,0,1,0,0,0.6040791841631673,0.4010152284263958,0.1184416323048485,0.2478283086356668,0.2212655186223468,0.6640067198656026,0.0906857928866181
0.9056220365771052,0.124467673248161,0,0,1,0,0,0,0,0,1,0.376124775044991,0.3541585318235064,0.0654059434096402,0.1558507920286152,0.145174209050861,0.5548089038219235,0.0561750835134603
0.7667645066606457,0.2204800619434765,0,0,1,0,0,1,0,0,0,0.5608878224355128,0.5939086294416243,0.1355040523247547,0.258048032703117,0.2803364036844213,0.7165056698866021,0.1599528394576537
0.7175434635357868,0.7291908633372048,0,1,0,0,0,0,1,0,0,0.4523095380923815,0.3268254588051542,0.0584387885681785,0.1473343553057401,0.3568281938325991,0.361612767744645,0.029770092356062
0.7362835854594716,0.2613240418118467,0,1,0,0,0,1,0,0,0,0.5140971805638872,0.5158141351034751,0.1312384473197782,0.2359052972236416,0.1111333600320384,0.6325073498530028,0.1059147180192572
0.5193045834274101,0.3720480061943477,0,0,1,0,0,1,0,0,0,0.4931013797240552,0.4322530261616555,0.1380634153277406,0.2529381706693919,0.2773327993592311,0.3994120117597647,0.0784044016506189
0.5972002709415217,0.3573364305071622,1,0,0,0,0,0,0,1,0,0.4469106178764246,0.2526356891839125,0.0590075359021754,0.0323624595469255,0.1311573888666399,0.1915161696766064,0.0026282177245038
0.6385188530142244,0.8401084010840107,0,1,0,0,1,0,0,0,0,0.4403119376124774,0.2620070285044904,0.0086733968434523,0.0533128938851984,0.0770925110132158,0.1852162956740865,0.015278050697583
0.3174531496951908,0.1347270615563298,0,0,1,0,1,0,0,0,0,0.1937612477504498,0.0542756735650136,0.0295748613678373,0.0093680803951626,0.0250300360432519,0.1012179756404871,0.0349282766751817
0.5533980582524272,0.5058072009291521,0,1,0,0,0,0,0,0,1,0.3011397720455908,0.2463881296368605,0.0255936300298592,0.0689831374552887,0.0710853023628354,0.491810163796724,0.0128217724503831
0.5755249491984646,0.810878823073945,0,0,1,0,1,0,0,0,0,0.3095380923815236,0.1440843420538851,0.0260201905303568,0.0495656617271333,0.0991189427312775,0.111087778244435,0.0226468854391825
0.4107021901106344,0.4274099883855982,0,1,0,0,0,1,0,0,0,0.5350929814037192,0.4150722374072627,0.0729418455850988,0.2301141202520865,0.1201441730076091,0.5863082738345233,0.0867557476910984
0.8349514563106796,0.4879984514130855,0,0,1,0,0,0,0,1,0,0.6460707858428314,0.3580632565404139,0.1738944973695435,0.2784874808380174,0.302362835402483,0.3427131457370852,0.1967970131656514
0.5229171370512531,0.5464576074332171,0,1,0,0,0,0,1,0,0,0.6550689862027594,0.3791487700117141,0.043082610550263,0.1694770907852154,0.2953544253103725,0.4750104997900041,0.0327176262527019
0.916459697448634,0.1726674409601238,0,0,1,0,0,1,0,0,0,0.614877024595081,0.5025380710659898,0.0814730555950519,0.2069494123658661,0.3213856627953544,0.5695086098278034,0.0893348398506582
0.7629261684353127,0.046070460704607,0,1,0,0,0,0,1,0,0,0.4289142171565686,0.2174931667317453,0.0432247973837622,0.1033895418157043,0.1101321585903084,0.5338093238135238,0.045244645313421
0.475953939941296,0.2849399922570654,0,0,1,0,0,1,0,0,0,0.5962807438512296,1.0,0.5454286933030001,0.4636348151933231,0.3964757709251102,0.609407811843763,0.3547357044606012
0.768344998871077,0.63511420828494,0,0,1,0,0,0,0,0,1,0.385122975404919,0.3541585318235064,0.2577847291340822,0.2307954351899165,0.0835002002402883,0.6703065938681225,0.2852230300648457
0.5667193497403477,0.3981804103755323,0,1,0,0,0,1,0,0,0,0.6298740251949609,0.3947676688793439,0.0830371107635433,0.2415261454607392,0.8099719663596315,0.4225115497690045,0.0285419532324621
0.6922555881688868,0.4096012388695316,1,0,0,0,0,1,0,0,0,0.3359328134373125,0.3307301835220617,0.1269728423148016,0.1422244932720149,0.5036043251902284,0.3826123477530448,0.0537188052662605
0.5911040867012869,0.8139759969028261,0,0,1,0,1,0,0,0,0,0.2903419316136773,0.1347130027333073,0.0351201478743068,0.0740929994890138,0.1021225470564677,0.0825283494330113,0.029770092356062
0.7191239557462181,0.1943476577622919,0,0,1,0,0,0,1,0,0,0.430113977204559,0.342444357672784,0.2475472771221384,0.2689490717083972,0.1341609931918302,0.5023099538009239,0.2159559834938101
0.3009708737864077,0.091947348044909,0,0,1,0,1,0,0,0,0,0.2291541691661668,0.0995704802811401,0.1340821839897625,0.0809061488673139,0.0060072086503804,0.115497690046199,0.123354293574376
0.3766087152856174,0.2936507936507936,0,0,1,0,0,1,0,0,0,0.5158968206358728,0.5142522452167122,0.1099104222948955,0.2410151592573667,0.2873448137765318,0.4666106677866442,0.0852819807427785
0.3729961616617746,0.119047619047619,0,0,1,0,1,0,0,0,0,0.274745050989802,0.1354939476766887,0.3089719891938006,0.201839550332141,0.0518622346816179,0.1516169676606467,0.2211141678129298
0.5951682095281101,0.2259001161440185,0,0,1,0,0,1,0,0,0,0.6280743851229754,0.6470128855915657,0.267453433812029,0.4208823028444899,0.3654385262314778,0.622007559848803,0.2675378266850068
0.8177918265974261,0.4212156407278359,1,0,0,0,0,1,0,0,0,0.0809838032393521,0.1011323701679031,0.2336129674392151,0.1711803781297905,0.2302763315979175,0.0,0.06194733739438
0.7094152178821403,0.4765776229190863,0,0,1,0,0,1,0,0,0,0.4439112177564487,0.3971105037094884,0.1170197639698563,0.2359052972236416,0.1441730076091309,0.5695086098278034,0.1347759874238553
0.5594942424926619,0.0491676345334882,0,1,0,0,0,1,0,0,0,0.5956808638272345,0.6204607575165949,0.4926773780747903,0.6016010901039006,0.3594313175810973,0.5716085678286433,0.4529868343485949
0.8313389026868367,0.313588850174216,0,1,0,0,0,1,0,0,0,0.6118776244751049,0.5392424834049199,0.1070666856249111,0.2887072049054675,0.3354024829795755,0.611507769844603,0.0881067007270583
0.4314743734477309,0.6687959736740224,0,0,1,0,1,0,0,0,0,0.4019196160767846,0.1214369386958219,0.0294326745343381,0.0774995741781638,0.0760913095714857,0.1327173456530869,0.0587541756730202
0.2643937683449988,0.1744096012388695,0,0,1,0,0,0,1,0,0,0.5110977804439112,0.2846544318625536,0.225081757429262,0.2273888605007664,0.1541850220264317,0.5086098278034439,0.2508351346040479
0.2303002935199819,0.040650406504065,0,1,0,0,1,0,0,0,0,0.6580683863227355,0.390081999219055,0.1625195506896061,0.1967296882984159,0.2222667200640769,0.3301133977320453,0.1172135979563765
0.4240234815985549,0.3197831978319783,0,0,1,0,0,0,0,0,1,0.3965206958608278,0.3557204217102693,0.4282667424996446,0.3009708737864077,0.1231477773327993,0.737505249895002,0.4271959127529966
0.6927071573718672,0.6746031746031746,0,1,0,0,0,0,1,0,0,0.8620275944811037,0.390081999219055,0.1184416323048485,0.3261795264861181,0.7779335202242691,0.241915161696766,0.107634112792297
0.7604425378189207,0.6771196283391405,0,0,1,0,0,0,1,0,0,0.6640671865626875,0.529871144084342,0.1497227356746765,0.2648611820814172,0.2599118942731278,0.6178076438471231,0.2459225781096482
0.2546850304809211,0.4566395663956639,0,0,1,0,0,0,1,0,0,0.4085182963407318,0.2752830925419757,0.1127541589648798,0.14392778061659,0.1411694032839407,0.2755144897102057,0.1184417370799763
0.7532174305712349,0.3281068524970963,1,0,0,0,0,1,0,0,0,0.2951409718056388,0.2448262397500976,0.1269728423148016,0.201839550332141,0.3974769723668402,0.2524149517009659,0.0233346433483985
0.6276811921426958,0.3166860240030972,0,0,1,0,0,0,0,0,1,0.5170965806838631,0.5978133541585318,0.1434665150007109,0.3379322091636859,0.1621946335602723,0.6178076438471231,0.2078502652780506
0.2140438022126891,0.1933797909407665,0,0,1,0,0,0,0,0,1,0.7720455908818236,0.2838734869191721,0.1198635006398407,0.2154658490887412,0.3173808570284341,0.2986140277194455,0.0788956573000589
0.5457213818017611,0.1430507162214478,0,0,1,0,1,0,0,0,0,0.4193161367726454,0.248730964467005,0.0564481728991895,0.2525975132004768,0.3103724469363236,0.4351112977740444,0.0359107879740616
0.5154662452020772,0.197444831591173,0,1,0,0,0,0,1,0,0,0.584883023395321,0.3643108160874658,0.0961182994454713,0.2778061659001873,0.3564277132559071,0.361612767744645,0.0968264885046178
0.5739444569880333,0.7471931862175765,0,0,1,0,0,0,0,0,1,0.2387522495500899,0.0995704802811401,0.0699559220816152,0.0548458524953159,0.0640768922707248,0.0428391432171356,0.1093535075653369
0.4174757281553397,0.700154858691444,0,0,1,0,1,0,0,0,0,0.4859028194361127,0.1682936352987114,0.0646950092421441,0.1200817577925396,0.0810973167801361,0.2062158756824863,0.0850363529180585
0.5475276586136825,0.8501742160278746,1,0,0,0,1,0,0,0,0,0.3689262147570485,0.2323311206559937,0.0656903170766387,0.0928291602793391,0.1501802162595114,0.2482150356992859,0.0059441933582236
0.654549559720027,0.1014324428958575,0,1,0,0,0,1,0,0,0,0.593881223755249,0.5337758688012494,0.1372102943267453,0.4186680292965423,0.3053664397276732,0.4498110037799243,0.1292493613676557
0.7130277715059833,0.6509872241579558,0,0,1,0,0,1,0,0,0,0.5740851829634073,0.5322139789144864,0.1155978956348642,0.2376085845682166,0.1852222667200641,0.5212095758084838,0.140548241304775
0.2205915556559042,0.3228803716608595,0,1,0,0,0,0,1,0,0,0.8140371925614877,0.5603279968762201,0.0914261339399971,0.2359052972236416,0.2753303964757709,0.491810163796724,0.0449990174887011
0.6360352223978324,0.4721254355400697,0,0,1,0,0,0,0,0,1,0.4901019796040792,0.4283483014447481,0.1113322906298876,0.2273888605007664,0.1852222667200641,0.8278034439311213,0.1501277264688544
0.4619552946489049,0.6279519938056523,0,0,1,0,1,0,0,0,0,0.2231553689262147,0.0722374072627879,0.0290061140338404,0.030148185998978,0.0190228273928714,0.117597648047039,0.0317351149538219
0.3425152404606005,0.1598915989159892,0,0,1,0,1,0,0,0,0,0.4385122975404919,0.1362748926200702,0.0581544149011801,0.1081587463805144,0.0760913095714857,0.1810163796724065,0.076685006877579
0.6753217430571234,0.3428184281842818,0,1,0,0,0,1,0,0,0,0.5578884223155369,0.5626708317063647,1.0,0.7111224663600749,0.3263916700040048,0.4603107937841243,0.7580565926508154
0.6412282682321065,0.7907471931862176,0,0,1,0,0,0,0,0,1,0.5920815836832632,0.4580242092932448,0.2193942840892933,0.3261795264861181,0.224269122947537,0.2860142797144056,0.2827667518176459
0.6653872205915556,0.6248548199767711,0,1,0,0,0,1,0,0,0,0.415116976604679,0.3244826239750097,0.0885823972700128,0.1711803781297905,0.2292751301561874,0.2524149517009659,0.0582629200235802
0.445698803341612,0.6734417344173441,0,0,1,0,1,0,0,0,0,0.2711457708458308,0.0534947286216321,0.0211858381913834,0.0429228410832907,0.0380456547857429,0.0860982780344393,0.0378758105718215
0.7776021675321743,0.7440960123886953,0,0,1,0,0,0,1,0,0,0.5620875824835032,0.4564623194064817,0.0956917389449737,0.3415091125872934,0.5782939527432921,0.5884082318353632,0.0992827667518176
0.6391962068186949,0.4794812233836624,0,0,1,0,0,0,0,0,1,0.4751049790041991,0.4127294025771182,0.0914261339399971,0.2393118719127917,0.2412895474569484,0.6703065938681225,0.1335478483002554
0.5434635357868594,0.1451800232288037,0,0,1,0,1,0,0,0,0,0.4415116976604678,0.2541975790706755,0.0696715484146168,0.3176630897632431,0.5136163396075292,0.2608147837043258,0.0737374729809392
0.7292842628132761,0.719125048393341,0,0,1,0,0,0,1,0,0,0.3395320935812838,0.201093322920734,0.0800511872600597,0.0911258729347641,0.0290348418101722,0.3385132297354052,0.0887207702888583
0.2984872431700158,0.308168795973674,0,0,1,0,0,0,1,0,0,0.4523095380923815,0.3627489262007027,0.1070666856249111,0.3619485607221938,0.1738085702843411,0.5128097438051239,0.108370996266457
0.720252878753669,1.0,0,1,0,0,0,1,0,0,0,0.7600479904019196,0.5150331901600936,0.1440352623347078,0.2597513200476921,0.3530236283540248,0.5821083578328433,0.0712811947337394
0.6364867916008128,0.7878435927216415,0,0,1,0,0,0,0,0,1,0.5560887822435513,0.4010152284263958,0.2663159391440353,0.3568386986884687,0.289347216659992,0.2230155396892061,0.3245234820200431
0.5856852562655226,0.1335656213704993,0,0,1,0,0,0,1,0,0,0.2279544091181763,0.1815696993361967,0.1767382340395279,0.2606029637199796,0.1261513816579896,0.3217135657286853,0.2090784044016506
0.8787536689997741,0.3397212543554007,1,0,0,0,0,1,0,0,0,0.4889022195560888,0.4049199531433033,0.0885823972700128,0.1524442173394651,0.1301561874249099,0.3301133977320453,0.0194537237178227
1.0,0.1728610143244289,0,0,1,0,0,1,0,0,0,0.4043191361727654,0.390081999219055,0.0740793402530925,0.1762902401635156,0.1141369643572286,0.367912641747165,0.0749656121045391
0.6312937457665386,0.4910956252419667,0,0,1,0,0,0,0,0,1,0.638872225554889,0.4767668879344005,0.1198635006398407,0.3363992505535683,0.3904685622747297,0.611507769844603,0.21767537826685
0.0474147663129374,0.2851335656213705,1,0,0,0,0,0,1,0,0,0.8620275944811037,0.5900039047247169,0.1639414190245983,0.2597513200476921,0.289347216659992,0.5800083998320033,0.0386126940459815
