date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
2/12/2015,Quarter2,finishing,Thursday,9,0.8,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.476988740174337
3/3/2015,Quarter1,sweing,Tuesday,9,0.75,0.3075880758807587,0.0471122647631408,0.2407407407407407,0.0094444444444444,0.0,0,0,0.5747126436781609,0.5826901735986023
1/25/2015,Quarter4,sweing,Sunday,2,0.75,0.3879210220673635,0.0704737183646982,0.40625,0.0225,0.0,0,0,0.6494252873563219,0.6952701417266058
1/28/2015,Quarter4,sweing,Wednesday,4,0.8,0.3797909407665505,0.0577547047371836,0.261574074074074,0.0138888888888888,0.0,0,0,0.6264367816091955,0.6391831857422576
1/19/2015,Quarter3,sweing,Monday,2,0.7,0.3879210220673635,0.0432186891628812,0.3923611111111111,0.0105555555555555,0.0,0,0,0.6264367816091955,0.5828278160843777
2/24/2015,Quarter4,finishing,Tuesday,11,0.7,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.3055962981664006
1/18/2015,Quarter3,sweing,Sunday,1,0.8,0.8943089430894308,0.0594419208306294,0.3993055555555555,0.0066666666666666,0.0,0,0,0.6379310344827587,0.191192694536089
2/4/2015,Quarter1,sweing,Wednesday,4,0.35,0.5265195509097947,0.0121133463119186,0.2337962962962962,0.0063888888888888,150.0,15,0,0.6149425287356322,0.1319462282102039
2/17/2015,Quarter3,sweing,Tuesday,10,0.65,0.2965543941153696,0.0317542721176725,0.0,0.0,8.0,35,1,0.5402298850574713,0.0771505586224322
1/31/2015,Quarter5,finishing ,Saturday,12,0.75,0.0228416569879984,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.8324512603821334
2/17/2015,Quarter3,finishing,Tuesday,12,0.8,0.0431668602400309,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.754223943534941
1/25/2015,Quarter4,sweing,Sunday,3,0.75,0.3797909407665505,0.0643737832576249,0.3993055555555555,0.0152777777777777,0.0,0,0,0.6379310344827587,0.6392098352816454
2/11/2015,Quarter2,sweing,Wednesday,2,0.8,0.3797909407665505,0.0670560242266926,0.0,0.025,0.0,0,0,0.6379310344827587,0.864567232546459
1/4/2015,Quarter1,finishing ,Sunday,11,0.75,0.0241966705381339,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.1264506682573584
2/25/2015,Quarter4,finishing,Wednesday,2,0.7,0.0193573364305071,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.2330687495278731
1/6/2015,Quarter1,sweing,Tuesday,2,0.8,0.4874177313201702,0.0306727233398226,0.3993055555555555,0.0138888888888888,0.0,0,0,0.6379310344827587,0.6393013612419167
2/19/2015,Quarter3,finishing,Thursday,2,0.8,0.0431668602400309,0.044646333549643,0.1388888888888889,0.0,0.0,0,0,0.1494252873563218,0.5372756493567216
3/7/2015,Quarter1,finishing,Saturday,4,0.7,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4862455762621696
1/20/2015,Quarter3,finishing ,Tuesday,11,0.7,0.0241966705381339,0.044646333549643,0.1041666666666666,0.0,0.0,0,0,0.1494252873563218,0.1454342321124967
2/25/2015,Quarter4,sweing,Wednesday,4,0.8,0.5265195509097947,0.0136707765520224,0.1574074074074074,0.0138888888888888,0.0,0,1,0.6551724137931034,0.6395428953178306
1/17/2015,Quarter3,finishing ,Saturday,10,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.8355576611046135
2/9/2015,Quarter2,sweing,Monday,9,0.8,0.5075493612078977,0.0461172398875189,0.2685185185185185,0.0138888888888888,0.0,0,0,0.6436781609195402,0.6385894798810154
2/8/2015,Quarter2,finishing,Sunday,12,0.8,0.0228416569879984,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.7418814954178311
1/21/2015,Quarter3,sweing,Wednesday,10,0.7,0.3797909407665505,0.0518710793856802,0.3888888888888889,0.0208333333333333,0.0,0,0,0.6206896551724138,0.6386541499261338
2/17/2015,Quarter3,sweing,Tuesday,1,0.8,0.3797909407665505,0.0622106857019251,0.2638888888888889,0.0313888888888888,0.0,0,0,0.632183908045977,0.8644380852991501
2/1/2015,Quarter1,finishing ,Sunday,1,0.75,0.0201316298877274,0.044646333549643,0.0879629629629629,0.0,0.0,0,0,0.1954022988505747,0.8082860442626804
2/8/2015,Quarter2,sweing,Sunday,5,0.7,0.5265195509097947,0.0323166774821544,0.2708333333333333,0.0,0.0,0,0,0.6494252873563219,0.5265545230832895
1/29/2015,Quarter5,finishing ,Thursday,10,0.8,0.0201316298877274,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.7028555495137955
2/11/2015,Quarter2,sweing,Wednesday,5,0.75,0.5265195509097947,0.0337875838200302,0.2847222222222222,0.0155555555555555,0.0,0,0,0.6609195402298851,0.582702262933046
1/11/2015,Quarter2,sweing,Sunday,2,0.8,0.4874177313201702,0.0345230369889682,0.40625,0.0175,0.0,0,0,0.6494252873563219,0.6386309602820887
2/25/2015,Quarter4,finishing,Wednesday,12,0.8,0.0329074719318621,0.044646333549643,0.0694444444444444,0.0,0.0,0,0,0.1494252873563218,0.7509033867936635
2/12/2015,Quarter2,finishing,Thursday,2,0.8,0.0201316298877274,0.044646333549643,0.0833333333333333,0.0,0.0,0,0,0.1839080459770115,0.4152764962055775
1/7/2015,Quarter1,finishing ,Wednesday,4,0.8,0.0201316298877274,0.044646333549643,0.1712962962962962,0.0,0.0,0,0,0.1839080459770115,0.6692902161386246
1/21/2015,Quarter3,finishing ,Wednesday,11,0.7,0.0241966705381339,0.044646333549643,0.1041666666666666,0.0,0.0,0,0,0.0804597701149425,0.2673454308446178
1/14/2015,Quarter2,finishing ,Wednesday,4,0.35,0.02710027100271,0.044646333549643,0.1041666666666666,0.0,0.0,0,0,0.0689655172413793,0.7605176239806132
2/26/2015,Quarter4,finishing,Thursday,3,0.8,0.0329074719318621,0.044646333549643,0.2430555555555555,0.0,0.0,0,0,0.1494252873563218,0.7758806599726459
3/2/2015,Quarter1,sweing,Monday,6,0.75,0.3075880758807587,0.0406662340471555,0.1111111111111111,0.0094444444444444,0.0,0,0,0.3563218390804598,0.5831429552610813
2/3/2015,Quarter1,sweing,Tuesday,9,0.75,0.5075493612078977,0.0459874540341769,0.2685185185185185,0.0094444444444444,0.0,0,0,0.6436781609195402,0.5829130030382212
3/11/2015,Quarter2,finishing,Wednesday,10,0.75,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4450362074664398
2/11/2015,Quarter2,sweing,Wednesday,12,0.8,0.2392566782810684,0.0366428725935539,0.1574074074074074,0.0138888888888888,0.0,0,0,0.367816091954023,0.6390842663420038
1/15/2015,Quarter3,finishing ,Thursday,1,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.7336555694305228
1/28/2015,Quarter4,sweing,Wednesday,2,0.8,0.3797909407665505,0.0671425481289206,0.2638888888888889,0.025,0.0,0,0,0.632183908045977,0.8644380852991501
3/10/2015,Quarter2,finishing,Tuesday,11,0.8,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.5915244705315842
1/20/2015,Quarter3,sweing,Tuesday,8,0.8,0.4452187379016646,0.0617348042396712,0.3923611111111111,0.0138888888888888,0.0,0,0,0.6264367816091955,0.6387761236420622
2/8/2015,Quarter2,sweing,Sunday,9,0.8,0.5075493612078977,0.0390222799048237,0.2685185185185185,0.0138888888888888,0.0,0,0,0.6436781609195402,0.6385894798810154
2/1/2015,Quarter1,finishing ,Sunday,10,0.8,0.0201316298877274,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.7361801607832763
3/2/2015,Quarter1,sweing,Monday,1,0.65,0.45993031358885,0.0657581656932727,0.2638888888888889,0.0180555555555555,0.0,0,0,0.632183908045977,0.6392845196261909
1/11/2015,Quarter2,sweing,Sunday,10,0.8,0.4874177313201702,0.0326627730910664,0.40625,0.0105555555555555,0.0,0,0,0.6494252873563219,0.6386309602820887
1/8/2015,Quarter2,sweing,Thursday,3,0.8,0.3284939992257065,0.0367726584468959,0.3819444444444444,0.0138888888888888,0.0,0,0,0.6091954022988506,0.6389397672187827
3/10/2015,Quarter2,finishing,Tuesday,9,0.75,0.0,0.044646333549643,0.0694444444444444,0.0,0.0,0,0,0.1494252873563218,0.6630652498008802
2/14/2015,Quarter2,sweing,Saturday,7,0.7,0.5265195509097947,0.0410988535582954,0.2777777777777778,0.0,0.0,0,1,0.6666666666666667,0.4153391487302369
3/8/2015,Quarter2,finishing,Sunday,5,0.5,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.7039456950976207
1/5/2015,Quarter1,finishing ,Monday,7,0.8,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4995434686139181
1/28/2015,Quarter4,sweing,Wednesday,5,0.6,0.3463027487417731,0.044905905256327,0.2685185185185185,0.0244444444444444,0.0,0,0,0.6436781609195402,0.6392337162281172
2/16/2015,Quarter3,finishing,Monday,12,0.8,0.0228416569879984,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.7418814954178311
2/14/2015,Quarter2,sweing,Saturday,5,0.75,0.5265195509097947,0.0284231018818948,0.2754629629629629,0.0155555555555555,0.0,0,0,0.6551724137931034,0.5826863889151701
1/3/2015,Quarter1,sweing,Saturday,5,0.8,0.1686024003097173,0.0282067921263248,0.2731481481481481,0.0138888888888888,0.0,0,0,0.3390804597701149,0.6387985971734794
1/28/2015,Quarter4,finishing ,Wednesday,2,0.8,0.0201316298877274,0.044646333549643,0.0694444444444444,0.0,0.0,0,0,0.1494252873563218,0.7539106831671166
1/10/2015,Quarter2,sweing,Saturday,11,0.5,0.1862175764614788,0.0321003677265844,0.3680555555555555,0.0105555555555555,0.0,0,0,0.5862068965517242,0.4956850492635416
1/14/2015,Quarter2,sweing,Wednesday,12,0.8,0.1686024003097173,0.0498377676833225,0.1145833333333333,0.0138888888888888,0.0,0,0,0.3390804597701149,0.6389844300920388
1/18/2015,Quarter3,sweing,Sunday,10,0.7,0.3797909407665505,0.0430456413584252,0.3888888888888889,0.0111111111111111,0.0,0,0,0.6206896551724138,0.5259635012347316
1/20/2015,Quarter3,sweing,Tuesday,11,0.7,0.2320944638017808,0.0646333549643088,0.3958333333333333,0.0138888888888888,0.0,0,0,0.632183908045977,0.5260494708376519
1/19/2015,Quarter3,finishing ,Monday,10,0.7,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.3436146848802656
1/17/2015,Quarter3,sweing,Saturday,7,0.8,0.4452187379016646,0.0600908500973393,0.3923611111111111,0.0138888888888888,0.0,0,0,0.6264367816091955,0.6387761236420622
2/26/2015,Quarter4,finishing,Thursday,5,0.8,0.0329074719318621,0.044646333549643,0.2916666666666667,0.0,0.0,0,0,0.1839080459770115,0.7757692779571926
1/6/2015,Quarter1,sweing,Tuesday,8,0.8,0.4452187379016646,0.0465498593986588,0.3923611111111111,0.0105555555555555,0.0,0,0,0.6264367816091955,0.6387761236420622
1/27/2015,Quarter4,finishing ,Tuesday,12,0.7,0.0241966705381339,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.6651954187232557
3/3/2015,Quarter1,sweing,Tuesday,8,0.75,0.5129694154084397,0.0227990482370754,0.2638888888888889,0.0155555555555555,0.0,0,0,0.632183908045977,0.5827783298824449
2/24/2015,Quarter4,sweing,Tuesday,4,0.8,0.5265195509097947,0.0386761842959117,0.25,0.0138888888888888,0.0,0,1,0.6551724137931034,0.6387119757389071
2/4/2015,Quarter1,sweing,Wednesday,2,0.8,0.3797909407665505,0.054337010599178,0.2662037037037037,0.0277777777777777,0.0,0,0,0.6379310344827587,0.9208814860621296
2/9/2015,Quarter2,sweing,Monday,1,0.8,0.3797909407665505,0.0648496647198788,0.1388888888888889,0.0194444444444444,0.0,0,0,0.632183908045977,0.7519786699391834
2/11/2015,Quarter2,sweing,Wednesday,3,0.8,0.3797909407665505,0.0001730478044559,0.2638888888888889,0.0,0.0,0,1,0.632183908045977,0.341925485709085
2/16/2015,Quarter3,sweing,Monday,7,0.7,0.5265195509097947,0.0336145360155743,0.0231481481481481,0.0083333333333333,0.0,0,1,0.6551724137931034,0.5263759516595512
2/14/2015,Quarter2,sweing,Saturday,12,0.8,0.2392566782810684,0.0404499242915855,0.1574074074074074,0.0175,0.0,0,0,0.367816091954023,0.6390842663420038
2/19/2015,Quarter3,finishing,Thursday,5,0.75,0.0431668602400309,0.044646333549643,0.074074074074074,0.0,0.0,0,0,0.0689655172413793,0.4484429119929924
1/5/2015,Quarter1,sweing,Monday,9,0.8,0.4502516453735965,0.0527795803590741,0.2731481481481481,0.0208333333333333,0.0,0,0,0.6551724137931034,0.6956600182514667
3/4/2015,Quarter1,sweing,Wednesday,1,0.7,0.4630274874177312,0.0763573437162015,0.2685185185185185,0.0138888888888888,0.0,0,0,0.6436781609195402,0.5829791120750141
3/7/2015,Quarter1,finishing,Saturday,11,0.8,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4774586295983374
2/19/2015,Quarter3,sweing,Thursday,2,0.65,0.5309717382888114,0.036080467229072,0.2638888888888889,0.0,0.0,0,1,0.632183908045977,0.3965237563135535
3/5/2015,Quarter1,sweing,Thursday,4,0.7,0.4630274874177312,0.0480207657365347,0.2731481481481481,0.0138888888888888,0.0,0,0,0.6551724137931034,0.5823014811969845
3/11/2015,Quarter2,finishing,Wednesday,8,0.7,0.0193573364305071,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4419819216994919
1/18/2015,Quarter3,sweing,Sunday,6,0.8,0.1647309330236159,0.0490157906121566,0.2118055555555555,0.0175,0.0,0,0,0.3275862068965517,0.6390186377209267
1/14/2015,Quarter2,sweing,Wednesday,10,0.5,0.3774680603948895,0.0406662340471555,0.130787037037037,0.0063888888888888,0.0,0,0,0.6264367816091955,0.3002878556238993
2/26/2015,Quarter4,sweing,Thursday,10,0.7,0.3662408052651955,0.0685269305645684,0.125,0.0,0.0,0,1,0.5747126436781609,0.5261412516663546
2/25/2015,Quarter4,finishing,Wednesday,10,0.7,0.0,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.6903188792468828
1/18/2015,Quarter3,sweing,Sunday,2,0.65,0.3879210220673635,0.0440406662340471,0.3923611111111111,0.0072222222222222,0.0,0,0,0.6264367816091955,0.4697450974207738
1/31/2015,Quarter5,finishing ,Saturday,5,0.7,0.0201316298877274,0.044646333549643,0.0092592592592592,0.0,0.0,0,0,0.0,0.8324512603821334
1/13/2015,Quarter2,sweing,Tuesday,1,0.8,0.4502516453735965,0.0461172398875189,0.4097222222222222,0.0208333333333333,0.0,0,0,0.6551724137931034,0.6955842557909018
1/22/2015,Quarter4,sweing,Thursday,8,0.8,0.7373209446380178,0.0420938784339173,0.4155092592592592,0.0083333333333333,0.0,0,0,0.6264367816091955,0.3628995539694188
1/13/2015,Quarter2,sweing,Tuesday,5,0.7,0.3463027487417731,0.0558079169370538,0.4027777777777778,0.0,0.0,0,0,0.6436781609195402,0.3305450362306978
3/7/2015,Quarter1,sweing,Saturday,11,0.8,0.1647309330236159,0.0200735453168937,0.1319444444444444,0.0138888888888888,0.0,0,0,0.6436781609195402,0.6386698705718562
2/23/2015,Quarter4,finishing,Monday,2,0.8,0.0431668602400309,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.1522593865404369
3/4/2015,Quarter1,sweing,Wednesday,3,0.8,0.5129694154084397,0.0502703871944624,0.2638888888888889,0.0175,0.0,0,0,0.632183908045977,0.6390068720468361
1/18/2015,Quarter3,sweing,Sunday,9,0.8,0.4502516453735965,0.0594419208306294,0.1412037037037037,0.0138888888888888,0.0,0,0,0.6551724137931034,0.638647886478046
3/8/2015,Quarter2,finishing,Sunday,12,0.8,0.0329074719318621,0.044646333549643,0.0416666666666666,0.0,0.0,0,0,0.0804597701149425,0.8027792622046998
2/9/2015,Quarter2,sweing,Monday,6,0.75,0.3075880758807587,0.0303266277309106,0.1574074074074074,0.0,0.0,0,0,0.367816091954023,0.4271997297348088
2/15/2015,Quarter3,finishing,Sunday,2,0.8,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.9861147453043831
2/24/2015,Quarter4,sweing,Tuesday,11,0.75,0.1686024003097173,0.0298940082197707,0.1296296296296296,0.0094444444444444,0.0,0,2,0.632183908045977,0.5827372633606385
3/9/2015,Quarter2,sweing,Monday,12,0.8,0.2392566782810684,0.0486696950032446,0.1574074074074074,0.0175,0.0,0,0,0.367816091954023,0.6390842663420038
1/14/2015,Quarter2,sweing,Wednesday,6,0.8,0.1686024003097173,0.0417477828250054,0.21875,0.0105555555555555,0.0,0,0,0.3390804597701149,0.6389092326274213
2/14/2015,Quarter2,finishing,Saturday,1,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.1149425287356321,0.6343549593061726
3/8/2015,Quarter2,finishing,Sunday,2,0.7,0.0193573364305071,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.7333608197283287
1/5/2015,Quarter1,sweing,Monday,11,0.8,0.3176538908246225,0.0290287691974908,0.1851851851851851,0.0138888888888888,0.0,0,0,0.6091954022988506,0.6389139792700214
1/6/2015,Quarter1,sweing,Tuesday,3,0.8,0.3284939992257065,0.0413584252649794,0.3819444444444444,0.0138888888888888,0.0,0,0,0.6091954022988506,0.6389397672187827
2/1/2015,Quarter1,sweing,Sunday,2,0.8,0.3797909407665505,0.0600908500973393,0.2662037037037037,0.0313888888888888,0.0,0,0,0.6379310344827587,0.8649352986489186
1/3/2015,Quarter1,finishing ,Saturday,2,0.8,0.0241966705381339,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.6188368370013894
3/11/2015,Quarter2,finishing,Wednesday,11,0.8,0.0,0.044646333549643,0.0925925925925925,0.0,0.0,0,0,0.0919540229885057,0.722114781770868
2/10/2015,Quarter2,finishing,Tuesday,6,0.75,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4450362074664398
1/26/2015,Quarter4,sweing,Monday,10,0.75,0.3797909407665505,0.053774605234696,0.3888888888888889,0.0152777777777777,0.0,0,0,0.6206896551724138,0.6386541499261338
1/26/2015,Quarter4,sweing,Monday,3,0.75,0.3797909407665505,0.0682240969067704,0.3958333333333333,0.0191666666666666,0.0,0,0,0.632183908045977,0.6390278558384399
1/15/2015,Quarter3,finishing ,Thursday,4,0.35,0.02710027100271,0.044646333549643,0.1388888888888889,0.0,0.0,0,0,0.2068965517241379,0.851363058474586
1/12/2015,Quarter2,sweing,Monday,3,0.8,0.3284939992257065,0.0404066623404715,0.3819444444444444,0.0,0.0,0,0,0.6091954022988506,0.6389397672187827
2/2/2015,Quarter1,sweing,Monday,9,0.75,0.5075493612078977,0.3887086307592472,0.2685185185185185,0.0152777777777777,0.0,0,0,0.6436781609195402,0.6385894798810154
2/17/2015,Quarter3,sweing,Tuesday,8,0.6,0.5129694154084397,0.0074410555916071,0.0,0.0063888888888888,5.0,30,2,0.6436781609195402,0.4141921347818605
2/3/2015,Quarter1,finishing ,Tuesday,1,0.8,0.0201316298877274,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.8583704021047064
1/21/2015,Quarter3,sweing,Wednesday,12,0.6,0.2392566782810684,0.0535582954791261,0.2453703703703703,0.0063888888888888,0.0,0,0,0.367816091954023,0.4132785938494537
2/9/2015,Quarter2,sweing,Monday,2,0.8,0.3797909407665505,0.0608263032662773,0.0138888888888888,0.0194444444444444,0.0,0,0,0.632183908045977,0.7519434631358256
1/5/2015,Quarter1,finishing ,Monday,5,0.6,0.0,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.5926991952193215
1/6/2015,Quarter1,finishing ,Tuesday,1,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.7925627100166622
1/31/2015,Quarter5,sweing,Saturday,12,0.75,0.2392566782810684,0.0520008652390222,0.162037037037037,0.0125,0.0,0,0,0.3793103448275862,0.5829734091119282
1/5/2015,Quarter1,sweing,Monday,5,0.6,0.3693379790940766,0.0285096257841228,0.2685185185185185,0.0063888888888888,0.0,0,0,0.6436781609195402,0.4131160825201008
1/27/2015,Quarter4,sweing,Tuesday,3,0.75,0.3797909407665505,0.0558944408392818,0.2638888888888889,0.0330555555555555,0.0,0,0,0.632183908045977,0.8644380852991501
3/9/2015,Quarter2,sweing,Monday,3,0.8,0.5265195509097947,0.0414016872160934,0.199074074074074,0.0138888888888888,0.0,0,1,0.6436781609195402,0.639580992509638
3/2/2015,Quarter1,finishing,Monday,9,0.75,0.0,0.044646333549643,0.0462962962962962,0.0,0.0,0,0,0.0919540229885057,0.6390820548508802
2/25/2015,Quarter4,finishing,Wednesday,7,0.75,0.0329074719318621,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.4995434686139181
3/5/2015,Quarter1,finishing,Thursday,1,0.7,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.6528686326095742
2/12/2015,Quarter2,finishing,Thursday,8,0.35,0.0241966705381339,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.1149425287356321,0.588431026372856
1/25/2015,Quarter4,finishing ,Sunday,8,0.8,0.0,0.044646333549643,0.0277777777777777,0.0,0.0,0,0,0.0229885057471264,0.1080822350000071
2/1/2015,Quarter1,finishing ,Sunday,4,0.8,0.02710027100271,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.1149425287356321,0.6894574137992336
2/1/2015,Quarter1,finishing ,Sunday,7,0.7,0.0201316298877274,0.044646333549643,0.0833333333333333,0.0,0.0,0,0,0.1839080459770115,0.7426019926849964
2/5/2015,Quarter1,sweing,Thursday,11,0.75,0.1384049554781262,0.0285961496863508,0.0972222222222222,0.0094444444444444,0.0,0,0,0.2758620689655172,0.5826952337519278
1/20/2015,Quarter3,sweing,Tuesday,7,0.35,0.3879210220673635,0.0624269954574951,0.3888888888888889,0.0083333333333333,0.0,0,0,0.6206896551724138,0.1879116931498123
1/12/2015,Quarter2,finishing ,Monday,2,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.7294479160481973
1/27/2015,Quarter4,finishing ,Tuesday,8,0.65,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.6898959780886407
2/26/2015,Quarter4,sweing,Thursday,1,0.35,0.45993031358885,0.0500540774388924,0.2546296296296296,0.0063888888888888,0.0,0,2,0.6091954022988506,0.1637356857205373
1/1/2015,Quarter1,sweing,Thursday,7,0.8,0.4452187379016646,0.0422669262383733,0.2592592592592592,0.0105555555555555,0.0,0,0,0.6206896551724138,0.638771927334836
1/18/2015,Quarter3,sweing,Sunday,3,0.65,0.3797909407665505,0.0489292667099286,0.3923611111111111,0.0097222222222222,0.0,0,0,0.6264367816091955,0.4699404630953082
2/4/2015,Quarter1,finishing,Wednesday,9,0.75,0.0201316298877274,0.044646333549643,0.037037037037037,0.0,0.0,0,0,0.0689655172413793,0.5880707777392734
1/24/2015,Quarter4,sweing,Saturday,6,0.8,0.1686024003097173,0.0433484750162232,0.2175925925925926,0.0175,0.0,0,0,0.3448275862068966,0.6392367160069997
3/3/2015,Quarter1,finishing,Tuesday,1,0.7,0.0201316298877274,0.044646333549643,0.1296296296296296,0.0,0.0,0,0,0.0689655172413793,0.3628210905801232
2/4/2015,Quarter1,sweing,Wednesday,1,0.8,0.3797909407665505,0.0659744754488427,0.2662037037037037,0.0244444444444444,0.0,0,0,0.6379310344827587,0.7515706571571842
3/4/2015,Quarter1,finishing,Wednesday,7,0.8,0.0329074719318621,0.044646333549643,0.324074074074074,0.0,0.0,0,0,0.2068965517241379,0.5088159678329155
1/7/2015,Quarter1,finishing ,Wednesday,1,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.8093933224182283
1/31/2015,Quarter5,sweing,Saturday,9,0.75,0.5075493612078977,0.0465065974475448,0.2638888888888889,0.0225,0.0,0,0,0.632183908045977,0.6957062937878062
3/11/2015,Quarter2,finishing,Wednesday,5,0.7,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.1149425287356321,0.5922246065176507
1/5/2015,Quarter1,finishing ,Monday,11,0.8,0.0201316298877274,0.044646333549643,0.0925925925925925,0.0,0.0,0,0,0.0919540229885057,0.7959658542793308
1/17/2015,Quarter3,finishing ,Saturday,1,0.8,0.0201316298877274,0.044646333549643,0.0555555555555555,0.0,0.0,0,0,0.0689655172413793,0.7336555694305228
3/9/2015,Quarter2,sweing,Monday,2,0.7,0.2555168408826945,0.0350421804023361,0.2129629629629629,0.0083333333333333,0.0,0,1,0.4942528735632184,0.5264394826908835
1/14/2015,Quarter2,finishing ,Wednesday,11,0.8,0.0241966705381339,0.044646333549643,0.0763888888888888,0.0,0.0,0,0,0.057471264367816,0.7904326707839754
