X,Y,ObjectID,Date,Sample_ID,Parameter,Results,Units,CAS,HRV,Units1,HRV_Types,Name,Description,Address,City_1,State,Zip
0.8404726925892874,0.5901512549521044,0.5337231154729588,May14,1212May14,Benzene,0.0001291646369366,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,Greenway co-located,Volunteer,1702 Elm St SE,Minneapolis,MN,0.2407407407408754
0.1926555367481341,0.928526260180888,0.7013990394654416,May14,2655May14,Chloromethane,0.0002657101102696,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,Volunteer,4432 Logan Ave N,Minneapolis,MN,0.2037037037036952
0.7420646515963654,0.6909971574701785,0.4717059929003967,May14,0429May14,Chloromethane,0.0002509484374769,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,Volunteer,1408 12th Ave NE,Minneapolis,MN,0.2222222222221717
0.2958199027868886,0.8248904515614299,0.0676550428064314,Nov13,0958Nov13,Benzene,0.0001992825827022,ug/m3,71-43-2,1.7105263157894736e-07,ug/m3,HRV,Greenway co-located,volunteer,3601 Colfax Ave N,Minneapolis,MN,0.2037037037036952
0.3240355450784591,0.9876797670535212,0.4337022342869074,Aug14,2814Aug14,n-Heptane,0.0004502310201792,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Greenway co-located,Volunteer,629 50th Ave N,Minneapolis,MN,0.5370370370371802
0.8509034000161364,0.6607173403307911,0.7249947797034871,May14,2664May14,Trichlorofluoromethane,0.0003395184742335,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,2412 Kennedy St NE,Minneapolis,MN,0.2222222222221717
0.9479148213042664,0.4935757694668155,0.9899770306953436,Feb14,2330Feb14,Ethanol,0.0242165242165242,ug/m3,64-17-5,0.2499999999999999,ug/m3,REL,Greenway co-located,Volunteer,5 Orlin Ave SE,Minneapolis,MN,0.2407407407408754
0.6711397562089587,0.0508879348712412,0.5750678638546669,May14,1498May14,Trichlorofluoromethane,0.0004871352021611,ug/m3,75-69-4,0.7368421052631579,ug/m3,REL,Greenway co-located,Volunteer,5604 Cedar Ave S,Minneapolis,MN,0.2962962962963047
0.3056353157388685,0.2886699930641043,0.6318646899143872,May14,2140May14,2-Butanone (MEK),0.0007454644760344,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,GVP NE (near Our Kitchen),business,3607 Bryant Ave S,Minneapolis,MN,0.148148148148266
0.7427483045102008,0.4060395991491532,0.3128001670494884,Aug14,1658Aug14,2-Butanone (MEK),0.0005609435661249,ug/m3,78-93-3,0.0013157894736842,ug/m3,HRV,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.7427483045102008,0.4060395991491532,0.3136354144915431,Aug14,1658Aug14,Dichlorodifluoromethane,0.000893081203962,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Smyth Companies LLC - Minneapolis SE,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.105186056586831,1.0,0.2100647316767592,Aug14,0291Aug14,Dichlorodifluoromethane,0.0010037937499077,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Greenway co-located,Volunteer,5100 Thomas Ave N,Minneapolis,MN,0.5370370370371802
0.597480218710075,0.146310255037406,0.6627688452704114,May14,2311May14,Chloromethane,0.0002029730009004,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,Volunteer,4820 13th Ave S,Minneapolis,MN,0.2962962962963047
0.0977341568333258,0.9762523012977908,0.946961787429526,Feb14,1691Feb14,"1,2-Dichloroethane",0.0001476167279276,ug/m3,107-06-2,0.0005263157894736,ug/m3,REL,Pinta Foamtec SE Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.8626525923409645,0.4397268197234325,0.5176446022134057,May14,1071May14,Chloromethane,0.0002066634190986,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Greenway co-located,Volunteer,2205 Minneapolis Ave,Minneapolis,MN,0.0925925925926094
0.2958199027868886,0.8248904515614299,0.3063269993735644,Aug14,1525Aug14,n-Heptane,0.0054691997697179,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Greenway co-located,Volunteer,3601 Colfax Ave N,Minneapolis,MN,0.2037037037036952
0.4224143026503952,0.1091189102692737,0.2557945291292545,Aug14,0984Aug14,Toluene,0.0007454644760344,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,21 Luverne Ave S,Minneapolis,MN,0.3333333333334849
0.295995702296068,0.903751869194764,0.5667153894341198,May14,1282May14,Toluene,0.000524039384143,ug/m3,108-88-3,5.263157894736842e-05,ug/m3,HRV,Greenway co-located,Volunteer,4230 Colfax Ave N,Minneapolis,MN,0.2037037037036952
0.0977341568333258,0.9762523012977908,0.3639590728753393,Aug14,2333Aug14,Chloromethane,0.0001919017463058,ug/m3,74-87-3,0.0271768421052631,ug/m3,PEL,Pinta Foamtec SW Corner,business,2601 49th Ave N,Minneapolis,MN,0.5370370370371802
0.4224143026503952,0.1091189102692737,0.2539152223846314,Aug14,0984Aug14,Cyclohexane,0.0001144029641438,ug/m3,110-82-7,0.1381578947368421,ug/m3,REL,Greenway co-located,Volunteer,21 Luverne Ave S,Minneapolis,MN,0.3333333333334849
0.5899015611831828,0.3591428250896911,0.6047191480476091,May14,1762May14,Dichlorodifluoromethane,0.0013359313877448,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Falconer's Cleaners NE Corner,business,1229 Lake St E,Minneapolis,MN,0.0925925925926094
0.9892079248003256,0.0979443983904388,0.0877009814157444,Nov13,1079Nov13,n-Heptane,0.0014097397517086,ug/m3,142-82-5,0.0460526315789473,ug/m3,REL,Greenway co-located,volunteer,5237 44th Ave S,Minneapolis,MN,0.2962962962963047
0.9334602931313613,0.229270986310496,0.4988515347671747,May14,0823May14,Acetone,0.0053584872237721,ug/m3,67-64-1,0.0776315789473684,ug/m3,REL,Greenway co-located,Volunteer,4114 39th Ave S,Minneapolis,MN,0.0925925925926094
0.7427483045102008,0.4060395991491532,0.001252871163082,Nov13,0005Nov13,Dichlorodifluoromethane,0.0005978477481068,ug/m3,75-71-8,0.6513157894736842,ug/m3,REL,Smyth Companies LLC - Minneapolis NE,business,2300 26th St E,Minneapolis,MN,0.0925925925926094
0.6080769568917503,0.6852983007214561,0.1946126539987471,Nov13,2190Nov13,2-Propanol,0.0005609435661249,ug/m3,67-63-0,0.1289473684210526,ug/m3,REL,Greenway co-located,volunteer,1100 Jefferson St NE,Minneapolis,MN,0.2222222222221717
